epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,5.57671,0.67743,5.00383,0.00974,0.00414,0.94953,0.30246,0.23712,0.5125,8.318,0.01133,0.0003334,0.0003334,0.0003334
2,10.7115,0.70833,4.49246,0.01061,0.00405,0.95699,0.44021,0.39046,0.44821,7.90747,0.00808,0.000669937,0.000669937,0.000669937
3,15.9567,0.71724,3.97203,0.01188,0.70069,0.29191,0.49654,0.37169,0.65486,7.70488,0.01382,0.000992612,0.000992612,0.000992612
4,21.8337,0.81253,3.41315,0.0126,0.643,0.44973,0.60479,0.47093,0.7413,6.70434,0.01761,0.00130142,0.00130142,0.00130142
5,27.002,0.90106,3.20652,0.01477,0.71904,0.42556,0.61315,0.46925,0.70464,5.92869,0.01629,0.00153497,0.00153497,0.00153497
6,32.1331,0.8697,2.85857,0.01423,0.65397,0.60998,0.66237,0.46339,0.95663,4.91498,0.02434,0.00150197,0.00150197,0.00150197
7,37.2232,0.8607,2.66786,0.01404,0.65313,0.63349,0.66782,0.4945,0.88715,4.39763,0.02179,0.00146896,0.00146896,0.00146896
8,42.3107,0.86758,2.35382,0.01325,0.68208,0.57459,0.66105,0.51997,0.86094,3.79478,0.02016,0.00143595,0.00143595,0.00143595
9,47.471,0.8149,2.21114,0.01336,0.688,0.60641,0.70861,0.53554,0.86485,3.44638,0.01969,0.00140295,0.00140295,0.00140295
10,52.6487,0.83924,1.94647,0.01305,0.72195,0.76483,0.78129,0.57567,0.95855,2.92163,0.02365,0.00136994,0.00136994,0.00136994
11,57.7866,0.81172,1.80351,0.013,0.7096,0.70541,0.73981,0.63677,0.64444,2.60331,0.01467,0.00133693,0.00133693,0.00133693
12,63.0148,0.79684,1.69682,0.01255,0.76953,0.74014,0.79204,0.68574,0.60158,2.26172,0.01322,0.00130393,0.00130393,0.00130393
13,68.1489,0.76153,1.46754,0.01202,0.83675,0.72632,0.8267,0.68819,0.71035,1.99823,0.016,0.00127092,0.00127092,0.00127092
14,73.2697,0.78639,1.39724,0.01189,0.90358,0.64131,0.81416,0.67828,0.72548,2.01857,0.01701,0.00123791,0.00123791,0.00123791
15,78.29,0.77548,1.33632,0.01164,0.72897,0.76217,0.81804,0.68688,0.725,1.85426,0.01606,0.00120491,0.00120491,0.00120491
16,83.6758,0.76578,1.31189,0.0121,0.76847,0.72651,0.79799,0.67579,0.64236,1.66816,0.01391,0.0011719,0.0011719,0.0011719
17,88.6691,0.74353,1.19389,0.01126,0.78227,0.72093,0.79291,0.6393,0.69943,1.65259,0.01594,0.00113889,0.00113889,0.00113889
18,93.7774,0.71376,1.13924,0.01118,0.72104,0.76171,0.79572,0.66983,0.65188,1.56067,0.01459,0.00110589,0.00110589,0.00110589
19,98.8884,0.71942,1.06636,0.01104,0.8389,0.74926,0.83321,0.71115,0.66835,1.38581,0.01396,0.00107288,0.00107288,0.00107288
20,103.989,0.68843,1.02751,0.01018,0.79791,0.80473,0.84211,0.71664,0.63578,1.30506,0.01461,0.00103987,0.00103987,0.00103987
21,109.031,0.70229,0.92894,0.01132,0.80949,0.73199,0.81805,0.68796,0.70009,1.40664,0.01621,0.00100687,0.00100687,0.00100687
22,114.137,0.70344,0.93957,0.01047,0.77597,0.79127,0.84662,0.72692,0.62267,1.23837,0.01345,0.000973861,0.000973861,0.000973861
23,119.24,0.69699,0.87551,0.01083,0.80933,0.7619,0.84214,0.70367,0.66964,1.1755,0.01473,0.000940855,0.000940855,0.000940855
24,124.386,0.67667,0.8902,0.01043,0.828,0.88398,0.89341,0.75895,0.5859,1.02588,0.01332,0.000907848,0.000907848,0.000907848
25,129.537,0.68084,0.86832,0.01012,0.84102,0.76041,0.84217,0.73781,0.58571,1.08071,0.0127,0.000874842,0.000874842,0.000874842
26,134.967,0.63862,0.82429,0.00964,0.74088,0.80342,0.81749,0.71233,0.59661,1.09452,0.01295,0.000841835,0.000841835,0.000841835
27,140.036,0.65031,0.7849,0.01083,0.80696,0.79513,0.85744,0.7422,0.61203,0.99588,0.01358,0.000808828,0.000808828,0.000808828
28,145.111,0.64902,0.74808,0.00957,0.81593,0.84819,0.89528,0.77512,0.61388,0.87821,0.01365,0.000775822,0.000775822,0.000775822
29,150.141,0.64122,0.71065,0.00969,0.83471,0.78633,0.89256,0.78795,0.5387,0.91652,0.01081,0.000742815,0.000742815,0.000742815
30,155.264,0.60578,0.71241,0.0086,0.85712,0.79595,0.87743,0.76053,0.60935,0.89918,0.01326,0.000709809,0.000709809,0.000709809
31,160.408,0.60021,0.65865,0.00923,0.86331,0.74687,0.8476,0.74108,0.57619,0.91682,0.01249,0.000676802,0.000676802,0.000676802
32,165.564,0.59278,0.65208,0.00881,0.81303,0.88794,0.88146,0.78548,0.52554,0.79374,0.0109,0.000643795,0.000643795,0.000643795
33,170.732,0.58673,0.64687,0.00835,0.8842,0.82581,0.90045,0.79245,0.54218,0.82594,0.01145,0.000610789,0.000610789,0.000610789
34,175.832,0.59446,0.66812,0.00889,0.83538,0.78633,0.89594,0.76371,0.61251,0.89065,0.01352,0.000577782,0.000577782,0.000577782
35,180.946,0.5617,0.60618,0.00865,0.91319,0.81959,0.90225,0.77177,0.58442,0.80367,0.01254,0.000544776,0.000544776,0.000544776
36,186.406,0.5801,0.64599,0.00848,0.86,0.81112,0.87126,0.77696,0.50894,0.87556,0.01061,0.000511769,0.000511769,0.000511769
37,191.422,0.56601,0.63575,0.00909,0.90603,0.82341,0.90938,0.82503,0.49195,0.76783,0.01034,0.000478762,0.000478762,0.000478762
38,196.552,0.56743,0.58912,0.00804,0.89137,0.83327,0.90873,0.84469,0.44545,0.81407,0.0087,0.000445756,0.000445756,0.000445756
39,201.725,0.54367,0.61341,0.00819,0.85633,0.79949,0.87875,0.79831,0.47389,0.95013,0.00961,0.000412749,0.000412749,0.000412749
40,206.858,0.53392,0.57154,0.00799,0.88188,0.75432,0.88748,0.81611,0.46711,0.86173,0.00955,0.000379743,0.000379743,0.000379743
41,214.199,0.43663,0.56317,0.00861,0.89097,0.77209,0.89748,0.82313,0.47065,0.79517,0.00923,0.000346736,0.000346736,0.000346736
