epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,33.7771,0.65409,4.94827,0.00954,0.00437,0.90361,0.25732,0.19755,0.47564,7.48589,0.0086,0.0003334,0.0003334,0.0003334
2,39.022,0.67199,4.44402,0.00965,0.00417,0.88554,0.27648,0.23499,0.65711,7.30889,0.01264,0.000669937,0.000669937,0.000669937
3,44.6785,0.72987,3.91882,0.01156,0.04358,0.87907,0.42748,0.28188,0.74121,7.03973,0.01449,0.000992612,0.000992612,0.000992612
4,49.7751,0.76936,3.38005,0.01144,0.64349,0.32846,0.5128,0.34129,0.92177,6.23054,0.01976,0.00130142,0.00130142,0.00130142
5,54.8305,0.83916,3.21036,0.01334,0.62656,0.48338,0.59703,0.43085,0.98767,5.57184,0.02124,0.00153497,0.00153497,0.00153497
6,59.8444,0.86274,2.72105,0.01349,0.62019,0.47285,0.57373,0.41647,1.00127,4.94666,0.02169,0.00150197,0.00150197,0.00150197
7,64.7832,0.78169,2.51663,0.01203,0.65146,0.64122,0.6559,0.51164,0.80556,4.12588,0.0174,0.00146896,0.00146896,0.00146896
8,69.8425,0.7882,2.265,0.01286,0.7658,0.57477,0.69736,0.51381,0.96892,3.56993,0.02113,0.00143595,0.00143595,0.00143595
9,74.8683,0.82499,2.14038,0.01405,0.59075,0.72485,0.69137,0.50977,0.92825,3.18604,0.02028,0.00140295,0.00140295,0.00140295
10,79.9198,0.77702,1.85541,0.01271,0.60414,0.7003,0.69409,0.52137,0.99267,2.99147,0.02327,0.00136994,0.00136994,0.00136994
11,84.9019,0.80789,1.84701,0.01277,0.72053,0.66128,0.70353,0.51382,0.89792,2.78377,0.01847,0.00133693,0.00133693,0.00133693
12,89.9265,0.82537,1.73167,0.01383,0.73655,0.63223,0.74297,0.54704,0.87824,2.47545,0.01985,0.00130393,0.00130393,0.00130393
13,94.9416,0.75377,1.47961,0.01156,0.68074,0.70409,0.72724,0.53359,0.96,2.30665,0.02058,0.00127092,0.00127092,0.00127092
14,100.307,0.74584,1.41298,0.01187,0.79084,0.71904,0.79498,0.60904,0.90569,1.99485,0.01961,0.00123791,0.00123791,0.00123791
15,105.24,0.74384,1.36139,0.01247,0.68697,0.69494,0.68362,0.5161,0.94273,2.25195,0.02077,0.00120491,0.00120491,0.00120491
16,110.24,0.74809,1.29231,0.01206,0.82132,0.69849,0.78664,0.58434,0.92829,1.89102,0.02132,0.0011719,0.0011719,0.0011719
17,115.231,0.71306,1.21884,0.01129,0.83594,0.69337,0.77838,0.62344,0.8175,1.6997,0.01747,0.00113889,0.00113889,0.00113889
18,120.271,0.66392,1.11093,0.01023,0.77979,0.77952,0.82181,0.63127,0.77466,1.54901,0.01718,0.00110589,0.00110589,0.00110589
19,125.252,0.69749,1.02125,0.0111,0.79616,0.76336,0.83796,0.64519,0.80658,1.40215,0.01772,0.00107288,0.00107288,0.00107288
20,130.282,0.6966,0.97067,0.01116,0.82285,0.74918,0.81705,0.6256,0.85307,1.42245,0.01841,0.00103987,0.00103987,0.00103987
21,135.248,0.66751,0.98021,0.01037,0.82738,0.77766,0.83614,0.61713,0.89922,1.30068,0.02006,0.00100687,0.00100687,0.00100687
22,140.329,0.65547,0.98769,0.01094,0.87837,0.65904,0.79869,0.62332,0.81146,1.52847,0.01711,0.000973861,0.000973861,0.000973861
23,145.214,0.61517,0.89677,0.00996,0.72271,0.76301,0.80387,0.63218,0.80197,1.29981,0.01621,0.000940855,0.000940855,0.000940855
24,150.256,0.63255,0.89187,0.01026,0.72995,0.77736,0.81086,0.65071,0.81549,1.2364,0.01659,0.000907848,0.000907848,0.000907848
25,155.445,0.64461,0.87579,0.00978,0.79424,0.7378,0.82027,0.66265,0.79448,1.23033,0.0164,0.000874842,0.000874842,0.000874842
26,160.448,0.62951,0.7967,0.01023,0.92104,0.70166,0.86073,0.71319,0.78056,1.08471,0.01594,0.000841835,0.000841835,0.000841835
