epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,4.95039,0.56337,2.58407,1.17849,0.0042,0.96445,0.48834,0.37594,0.46098,3.26527,1.06268,0.0003334,0.0003334,0.0003334
2,9.555,0.63986,1.97267,1.25186,0.53681,0.63439,0.63824,0.46312,0.57556,3.08219,1.22417,0.000669947,0.000669947,0.000669947
3,14.2123,0.66827,1.71158,1.25694,0.84902,0.41402,0.64275,0.4048,0.70835,2.99343,1.51034,0.000992641,0.000992641,0.000992641
4,18.669,0.66787,1.63938,1.22278,0.60635,0.27473,0.41483,0.28459,0.85095,3.03016,1.484,0.00130148,0.00130148,0.00130148
5,23.1602,0.67648,1.60126,1.25094,0.6496,0.53871,0.57261,0.37996,0.76975,2.52579,1.40254,0.00153507,0.00153507,0.00153507
6,27.5916,0.7213,1.58632,1.30905,0.82874,0.32901,0.44433,0.31025,0.92282,2.69974,1.50741,0.00150209,0.00150209,0.00150209
7,32.0317,0.67849,1.45679,1.24986,0.61072,0.34976,0.45471,0.29304,0.94321,2.7343,1.66049,0.0014691,0.0014691,0.0014691
8,36.5235,0.69083,1.40235,1.27497,0.6639,0.56029,0.57015,0.35385,0.95463,2.66352,1.73485,0.00143612,0.00143612,0.00143612
9,41.7929,0.70572,1.36625,1.27373,0.68495,0.66696,0.69547,0.47351,0.86967,1.98338,1.57004,0.00140314,0.00140314,0.00140314
10,46.3387,0.67531,1.24314,1.25535,0.735,0.77506,0.80734,0.57925,0.68419,1.53828,1.32273,0.00137015,0.00137015,0.00137015
11,51.2789,0.64498,1.2064,1.19706,0.71986,0.75334,0.75771,0.59106,0.61356,1.57128,1.23433,0.00133717,0.00133717,0.00133717
12,56.076,0.61021,1.1976,1.17055,0.68011,0.65776,0.67331,0.46806,0.72861,1.69242,1.35896,0.00130419,0.00130419,0.00130419
13,60.5795,0.63962,1.13633,1.20328,0.71253,0.57508,0.63332,0.47831,0.65425,2.19762,1.29104,0.00127121,0.00127121,0.00127121
14,65.1196,0.60359,1.11143,1.16953,0.6842,0.81441,0.79526,0.58084,0.66935,1.48264,1.28829,0.00123822,0.00123822,0.00123822
15,69.6069,0.60564,1.09065,1.19844,0.83949,0.77555,0.85042,0.67286,0.5722,1.1536,1.16627,0.00120524,0.00120524,0.00120524
16,74.2579,0.57633,1.01629,1.14956,0.76382,0.78849,0.83777,0.67183,0.55063,1.23025,1.11498,0.00117226,0.00117226,0.00117226
17,78.6153,0.59094,1.06767,1.16706,0.69406,0.80734,0.80209,0.64515,0.55117,1.20783,1.11659,0.00113928,0.00113928,0.00113928
18,83.052,0.54146,0.9438,1.12548,0.83494,0.76654,0.85251,0.70806,0.47227,1.03011,1.07459,0.00110629,0.00110629,0.00110629
19,87.5162,0.54532,0.89441,1.10773,0.83079,0.78491,0.82938,0.68432,0.51189,1.02902,1.10829,0.00107331,0.00107331,0.00107331
20,91.9652,0.52148,0.91975,1.11466,0.84431,0.7563,0.80491,0.60727,0.5743,1.19915,1.19509,0.00104033,0.00104033,0.00104033
21,96.3721,0.50779,0.84108,1.09755,0.85816,0.8103,0.87345,0.72529,0.49669,0.97697,1.06015,0.00100734,0.00100734,0.00100734
22,100.851,0.52171,0.79755,1.12093,0.83844,0.77749,0.82564,0.67784,0.52354,1.07378,1.12539,0.000974361,0.000974361,0.000974361
23,105.393,0.51086,0.84966,1.11685,0.77887,0.82395,0.86606,0.72813,0.49299,0.97447,1.0933,0.000941379,0.000941379,0.000941379
24,110.097,0.49816,0.80314,1.07334,0.83903,0.78537,0.84605,0.68994,0.46533,1.00082,1.0311,0.000908396,0.000908396,0.000908396
25,114.821,0.51157,0.77429,1.11971,0.79868,0.84087,0.83602,0.71398,0.48393,0.9899,1.08116,0.000875413,0.000875413,0.000875413
26,120.186,0.50391,0.79178,1.11395,0.89887,0.71877,0.85217,0.70446,0.50122,1.00894,1.0937,0.00084243,0.00084243,0.00084243
27,124.851,0.51078,0.8074,1.09883,0.84089,0.85602,0.88345,0.74938,0.46885,0.89569,1.06226,0.000809447,0.000809447,0.000809447
28,129.5,0.48846,0.74421,1.08848,0.88182,0.8023,0.90841,0.76237,0.48399,0.82399,1.07366,0.000776465,0.000776465,0.000776465
29,133.952,0.48201,0.69824,1.09866,0.90824,0.81486,0.90534,0.78519,0.44789,0.78271,1.03062,0.000743482,0.000743482,0.000743482
30,138.409,0.46833,0.69085,1.07785,0.89474,0.77042,0.89591,0.747,0.44361,0.86457,1.03995,0.000710499,0.000710499,0.000710499
31,142.882,0.46737,0.70434,1.07464,0.86411,0.84614,0.91918,0.79718,0.43725,0.72446,1.03403,0.000677516,0.000677516,0.000677516
32,147.519,0.45954,0.67525,1.05327,0.91367,0.84643,0.91882,0.78413,0.42795,0.7302,1.04401,0.000644533,0.000644533,0.000644533
33,151.988,0.44873,0.63651,1.04665,0.88848,0.82371,0.90735,0.76667,0.46601,0.77372,1.07883,0.000611551,0.000611551,0.000611551
34,156.475,0.444,0.66471,1.04462,0.94217,0.79291,0.91112,0.75852,0.48321,0.78071,1.09256,0.000578568,0.000578568,0.000578568
35,160.92,0.43214,0.65949,1.03122,0.76018,0.85821,0.88065,0.7696,0.44596,0.85638,1.04305,0.000545585,0.000545585,0.000545585
36,165.572,0.42372,0.61774,1.02621,0.84584,0.84854,0.92107,0.81408,0.39399,0.66885,0.98622,0.000512602,0.000512602,0.000512602
37,170.063,0.41727,0.6345,1.025,0.89347,0.84289,0.92154,0.80297,0.39107,0.65773,0.97789,0.000479619,0.000479619,0.000479619
38,174.537,0.44167,0.64576,1.05432,0.8624,0.85615,0.91214,0.80048,0.42731,0.70243,1.00608,0.000446637,0.000446637,0.000446637
39,178.98,0.42535,0.60385,1.03266,0.8577,0.85958,0.92239,0.80341,0.42416,0.68295,1.02468,0.000413654,0.000413654,0.000413654
40,183.711,0.42777,0.58778,1.04875,0.87984,0.88586,0.93114,0.82129,0.39694,0.64672,1.001,0.000380671,0.000380671,0.000380671
41,191.354,0.34384,0.52751,0.95512,0.87576,0.85827,0.91345,0.79982,0.40266,0.75734,1.00059,0.000347688,0.000347688,0.000347688
42,195.887,0.33102,0.49575,0.9477,0.88045,0.84889,0.92278,0.80989,0.37623,0.68846,0.96907,0.000314706,0.000314706,0.000314706
43,200.735,0.30823,0.47125,0.91748,0.81919,0.90082,0.92026,0.81309,0.38967,0.68117,0.98462,0.000281723,0.000281723,0.000281723
44,205.215,0.31345,0.45721,0.93105,0.8839,0.86265,0.91298,0.79955,0.38338,0.69142,0.98061,0.00024874,0.00024874,0.00024874
45,209.585,0.29556,0.41048,0.91497,0.85816,0.87131,0.91195,0.8084,0.37188,0.72908,0.96933,0.000215757,0.000215757,0.000215757
46,214.004,0.2915,0.4279,0.90754,0.8713,0.85442,0.89656,0.78814,0.3881,0.71824,0.98394,0.000182774,0.000182774,0.000182774
47,218.448,0.28984,0.41366,0.91219,0.87323,0.86152,0.90148,0.80769,0.36833,0.70229,0.96807,0.000149792,0.000149792,0.000149792
48,222.932,0.28544,0.40381,0.90696,0.87371,0.85017,0.91408,0.81653,0.36143,0.69206,0.95757,0.000116809,0.000116809,0.000116809
49,227.434,0.27442,0.39144,0.88813,0.88239,0.85958,0.91638,0.81952,0.36685,0.68385,0.9634,8.3826e-05,8.3826e-05,8.3826e-05
