epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,5.1578,0.53438,2.55369,1.13655,0.00404,0.96774,0.52937,0.42272,0.43365,3.24878,1.11897,0.0003334,0.0003334,0.0003334
2,9.80335,0.57538,1.81739,1.21496,0.00378,0.88364,0.43482,0.2481,0.85409,3.3494,1.71987,0.000669873,0.000669873,0.000669873
3,14.5283,0.65819,1.67114,1.24245,0.70417,0.04143,0.14639,0.07836,1.50069,4.10898,2.3188,0.000992418,0.000992418,0.000992418
4,19.4553,0.66512,1.54437,1.22985,0.51583,0.43049,0.47138,0.22757,0.96079,3.1253,2.02746,0.00130103,0.00130103,0.00130103
5,24.3215,0.64342,1.43581,1.20427,0.35726,0.57757,0.46633,0.24099,0.9103,3.30318,2.0528,0.00153435,0.00153435,0.00153435
6,28.7922,0.65609,1.45946,1.23467,0.31885,0.46275,0.36752,0.19289,0.94194,2.96149,1.85484,0.00150119,0.00150119,0.00150119
7,33.299,0.65161,1.39666,1.23105,0.46838,0.49148,0.41095,0.24282,0.91899,2.84417,1.83389,0.00146802,0.00146802,0.00146802
8,38.632,0.64069,1.33184,1.22454,0.74951,0.66514,0.71407,0.47105,0.85207,2.07345,1.79777,0.00143486,0.00143486,0.00143486
9,43.1927,0.62561,1.28137,1.21051,0.44408,0.54484,0.46469,0.29118,0.80413,3.15527,1.69112,0.0014017,0.0014017,0.0014017
10,47.6775,0.62851,1.2268,1.21553,0.39112,0.39055,0.36204,0.17616,1.12003,2.88086,2.33826,0.00136853,0.00136853,0.00136853
11,52.1176,0.5972,1.13673,1.17406,0.76886,0.64919,0.73725,0.51089,0.71354,1.99749,1.51407,0.00133537,0.00133537,0.00133537
12,56.5262,0.57966,1.14032,1.16557,0.82143,0.6466,0.76618,0.57397,0.65747,1.6326,1.46382,0.00130221,0.00130221,0.00130221
13,61.042,0.57228,1.08228,1.14863,0.69549,0.64049,0.67425,0.47124,0.68546,1.77744,1.46281,0.00126905,0.00126905,0.00126905
14,65.4792,0.56287,1.0602,1.14195,0.7149,0.65975,0.71645,0.52661,0.62889,1.58281,1.41454,0.00123588,0.00123588,0.00123588
15,69.9882,0.56465,0.97289,1.13757,0.67025,0.71993,0.70881,0.52983,0.66541,1.52888,1.43643,0.00120272,0.00120272,0.00120272
16,74.4873,0.55638,1.02782,1.14254,0.7638,0.77001,0.83088,0.65225,0.60576,1.34073,1.30342,0.00116956,0.00116956,0.00116956
