epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
1,37.6319,0.57226,7.75455,0.76076,0.13169,0.27337,0.08224,0.07217,1.05136,1.18431,1.93667,0.00054889,0.00054889,0.00054889
2,74.7087,0.28541,0.97579,0.37287,0.54506,0.7824,0.67299,0.53593,0.21522,0.76654,0.33797,0.00108352,0.00108352,0.00108352
3,111.416,0.2838,0.87203,0.36744,0.51106,0.70612,0.63209,0.43717,0.32347,0.78949,0.64985,0.00159699,0.00159699,0.00159699
4,147.404,0.36379,0.79415,0.48574,0.64483,0.58661,0.64188,0.44463,0.38525,0.85173,0.49081,0.00157177,0.00157177,0.00157177
5,184.248,0.34056,0.84871,0.41052,0.43931,0.55641,0.44986,0.2924,0.52075,1.0612,0.86931,0.00154002,0.00154002,0.00154002
6,221.02,0.27701,0.84371,0.34758,0.52386,0.49136,0.35832,0.21561,0.43068,1.29587,0.68632,0.00150828,0.00150828,0.00150828
7,257.844,0.2797,0.80062,0.35375,0.68018,0.54532,0.61468,0.43175,0.30427,0.88658,0.43635,0.00147653,0.00147653,0.00147653
8,294.366,0.26482,0.75361,0.36866,0.67829,0.65024,0.73478,0.52899,0.31773,0.81424,0.52858,0.00144479,0.00144479,0.00144479
9,330.696,0.29002,0.69991,0.39266,0.67482,0.68664,0.71186,0.5413,0.24869,0.82374,0.3942,0.00141304,0.00141304,0.00141304
10,367.106,0.30703,0.86539,0.42486,0.63039,0.64846,0.68197,0.47222,0.32282,0.86125,0.48606,0.0013813,0.0013813,0.0013813
11,402.894,0.31812,0.7992,0.41864,0.65221,0.6942,0.69169,0.52119,0.26583,0.71262,0.40441,0.00134955,0.00134955,0.00134955
12,438.642,0.26984,0.85877,0.35763,0.69494,0.7023,0.75294,0.62765,0.21551,0.73244,0.29943,0.00131781,0.00131781,0.00131781
13,474.227,0.28009,0.80347,0.33878,0.68718,0.71244,0.74675,0.59716,0.22897,0.78139,0.3627,0.00128607,0.00128607,0.00128607
14,509.343,0.27292,0.78142,0.36737,0.64404,0.7214,0.71818,0.49555,0.28804,0.83513,0.49343,0.00125432,0.00125432,0.00125432
15,544.336,0.29674,0.82101,0.37433,0.51943,0.77926,0.71227,0.5746,0.23165,0.89929,0.33465,0.00122258,0.00122258,0.00122258
