epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
1,33.4179,0.53834,8.15986,0.76015,0.38131,0.74167,0.44374,0.37823,0.18676,0.952,0.25982,0.00054889,0.00054889,0.00054889
2,66.9499,0.24698,0.73039,0.33107,0.63096,0.61354,0.60072,0.43494,0.30997,0.83649,0.43872,0.00108313,0.00108313,0.00108313
3,100.337,0.23561,0.78812,0.30432,0.60553,0.63542,0.63378,0.51064,0.27972,0.75399,0.34477,0.00159581,0.00159581,0.00159581
4,133.697,0.22945,0.75696,0.30243,0.77785,0.65,0.68705,0.52221,0.31604,0.71107,0.50239,0.00156998,0.00156998,0.00156998
5,167.578,0.24014,0.63778,0.3172,0.7532,0.67498,0.72776,0.5417,0.28768,0.87909,0.40428,0.00153764,0.00153764,0.00153764
6,201.109,0.21593,0.58568,0.27425,0.86386,0.63438,0.75423,0.55973,0.31977,0.71668,0.43394,0.0015053,0.0015053,0.0015053
7,234.497,0.22198,0.52739,0.29186,0.82651,0.70948,0.78926,0.60814,0.34898,0.62931,0.5667,0.00147296,0.00147296,0.00147296
8,267.876,0.23677,0.52119,0.32647,0.78457,0.65417,0.77311,0.61762,0.25276,0.60322,0.33044,0.00144062,0.00144062,0.00144062
9,301.514,0.22511,0.5728,0.29866,0.68476,0.73125,0.76973,0.58047,0.29561,0.70151,0.46465,0.00140828,0.00140828,0.00140828
10,334.526,0.2078,0.6099,0.26369,0.81506,0.70625,0.79045,0.64393,0.26328,0.64856,0.35285,0.00137594,0.00137594,0.00137594
11,367.946,0.19677,0.54953,0.26413,0.79003,0.825,0.81532,0.66013,0.25113,0.6129,0.31993,0.0013436,0.0013436,0.0013436
12,401.297,0.20852,0.55254,0.30858,0.79112,0.78983,0.82273,0.64716,0.23827,0.61166,0.3514,0.00131126,0.00131126,0.00131126
13,434.347,0.20033,0.52406,0.25466,0.77246,0.72883,0.79192,0.64772,0.25155,0.59225,0.32981,0.00127892,0.00127892,0.00127892
14,467.675,0.19001,0.51599,0.23603,0.80913,0.59479,0.68538,0.536,0.31087,0.68002,0.47013,0.00124658,0.00124658,0.00124658
15,500.638,0.2017,0.55887,0.25051,0.68742,0.67286,0.67577,0.55447,nan,nan,nan,0.00121424,0.00121424,0.00121424
16,533.676,0.20661,0.56436,0.26288,0.71099,0.75,0.80229,0.67425,0.21502,0.61675,0.28172,0.0011819,0.0011819,0.0011819
17,567.027,0.18402,0.50792,0.24599,0.7773,0.75852,0.79022,0.63557,0.24742,0.67801,0.35883,0.00114956,0.00114956,0.00114956
18,599.916,0.18796,0.50454,0.24585,0.79758,0.72974,0.77984,0.63317,0.26142,0.62759,0.39135,0.00111722,0.00111722,0.00111722
19,633.204,0.173,0.52427,0.22607,0.68725,0.70104,0.76647,0.62893,0.21045,0.644,0.29526,0.00108488,0.00108488,0.00108488
20,666.289,0.17705,0.5188,0.2481,0.66471,0.70937,0.73944,0.60426,0.28318,0.70737,0.33516,0.00105254,0.00105254,0.00105254
21,699.183,0.17276,0.44674,0.23375,0.77638,0.69375,0.77987,0.63501,0.25032,0.57843,0.31957,0.0010202,0.0010202,0.0010202
22,732.262,0.18031,0.434,0.24735,0.78785,0.716,0.7694,0.64149,0.25013,0.65605,0.38413,0.000987855,0.000987855,0.000987855
23,765.246,0.1788,0.40793,0.24143,0.76263,0.77272,0.80305,0.68498,0.25693,0.56175,0.37868,0.000955515,0.000955515,0.000955515
24,798.876,0.15599,0.35722,0.20514,0.85079,0.80587,0.8411,0.7069,0.21542,0.53366,0.30123,0.000923175,0.000923175,0.000923175
25,832.225,0.15818,0.40966,0.20432,0.84538,0.7671,0.84113,0.71473,0.20868,0.54633,0.31137,0.000890834,0.000890834,0.000890834
26,865.518,0.15393,0.4133,0.19763,0.78738,0.79254,0.83853,0.71799,0.1969,0.5597,0.24305,0.000858494,0.000858494,0.000858494
27,898.864,0.14612,0.42694,0.2002,0.82514,0.81456,0.82857,0.70485,0.23462,0.58522,0.3645,0.000826154,0.000826154,0.000826154
28,931.913,0.1536,0.38634,0.19629,0.7298,0.63261,0.65963,0.53838,0.23847,0.80161,0.32752,0.000793814,0.000793814,0.000793814
29,965.244,0.15349,0.39371,0.19866,0.73939,0.71446,0.76455,0.65067,0.20679,0.64885,0.27992,0.000761473,0.000761473,0.000761473
30,998.327,0.14897,0.34851,0.20426,0.80218,0.76866,0.84432,0.71899,0.1948,0.51603,0.28135,0.000729133,0.000729133,0.000729133
31,1031.86,0.14002,0.31061,0.18689,0.79731,0.82708,0.83053,0.72371,0.20433,0.53281,0.30377,0.000696793,0.000696793,0.000696793
32,1065.33,0.13988,0.2913,0.17635,0.78538,0.74209,0.77376,0.63501,0.24257,0.65266,0.36898,0.000664453,0.000664453,0.000664453
33,1098.57,0.13392,0.34838,0.18523,0.74902,0.78125,0.81237,0.67893,0.21483,0.56077,0.32021,0.000632112,0.000632112,0.000632112
34,1132.03,0.13215,0.32283,0.16795,0.80152,0.78229,0.86278,0.73527,0.20546,0.50332,0.32528,0.000599772,0.000599772,0.000599772
35,1165.58,0.12053,0.27322,0.15549,0.84222,0.78221,0.84957,0.72998,0.20388,0.52836,0.288,0.000567432,0.000567432,0.000567432
36,1198.74,0.12509,0.31789,0.14181,0.83096,0.76062,0.84423,0.73071,0.19103,0.57844,0.25745,0.000535092,0.000535092,0.000535092
37,1231.92,0.1333,0.29403,0.16699,0.76521,0.79738,0.85306,0.74896,0.1837,0.48783,0.23345,0.000502751,0.000502751,0.000502751
38,1265.35,0.11507,0.28315,0.13599,0.79019,0.77673,0.84784,0.74278,0.19051,0.48971,0.25029,0.000470411,0.000470411,0.000470411
39,1298.72,0.11549,0.2919,0.14355,0.79441,0.82199,0.84598,0.74353,0.1821,0.47253,0.23817,0.000438071,0.000438071,0.000438071
40,1331.75,0.11193,0.26378,0.14592,0.85229,0.79167,0.84431,0.72433,0.19681,0.48541,0.27254,0.000405731,0.000405731,0.000405731
41,1365.82,0.10854,0.27211,0.13613,0.86167,0.81436,0.86236,0.7682,0.17963,0.48096,0.23037,0.00037339,0.00037339,0.00037339
42,1399.59,0.10798,0.25491,0.137,0.8893,0.775,0.86348,0.75359,0.18758,0.56095,0.2723,0.00034105,0.00034105,0.00034105
43,1432.86,0.10982,0.24597,0.13267,0.85858,0.81503,0.87058,0.76036,0.17876,0.51891,0.2515,0.00030871,0.00030871,0.00030871
44,1466.48,0.09956,0.22887,0.11991,0.84265,0.82053,0.87263,0.76765,0.16995,0.49803,0.20855,0.00027637,0.00027637,0.00027637
45,1499.53,0.09794,0.24793,0.12193,0.86929,0.86341,0.90535,0.79879,0.16471,0.42638,0.20317,0.00024403,0.00024403,0.00024403
46,1532.97,0.10068,0.21834,0.11577,0.904,0.84126,0.90045,0.80139,0.15928,0.43915,0.20384,0.000211689,0.000211689,0.000211689
47,1566.29,0.09615,0.2117,0.12113,0.90816,0.84422,0.88919,0.79056,0.172,0.47771,0.23265,0.000179349,0.000179349,0.000179349
48,1599.22,0.08911,0.21911,0.10026,0.89733,0.79896,0.88149,0.78159,0.17472,0.49313,0.24092,0.000147009,0.000147009,0.000147009
49,1632.6,0.09648,0.21554,0.12248,0.85404,0.83542,0.88101,0.76533,0.17843,0.49277,0.25985,0.000114669,0.000114669,0.000114669
50,1665.67,0.10312,0.23311,0.12156,0.84894,0.85315,0.88536,0.77263,0.17682,0.47477,0.24909,8.23283e-05,8.23283e-05,8.23283e-05
