epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
14,475.793,0.20634,0.56913,0.25615,0.71716,0.79203,0.82135,0.69178,0.20089,0.54453,0.31784,0.0012372,0.0012372,0.0012372
15,510.037,0.23059,0.57021,0.2857,0.74333,0.83896,0.85328,0.72269,0.19444,0.61952,0.26312,0.00120413,0.00120413,0.00120413
16,543.864,0.22325,0.52965,0.28169,0.77255,0.85782,0.85901,0.75009,0.18496,0.52655,0.27736,0.00117107,0.00117107,0.00117107
17,577.832,0.19816,0.5171,0.27043,0.7957,0.84921,0.85222,0.71681,0.20273,0.49606,0.28062,0.00113801,0.00113801,0.00113801
18,611.541,0.19942,0.47395,0.25371,0.75148,0.83327,0.83385,0.70807,0.18062,0.55514,0.27083,0.00110495,0.00110495,0.00110495
19,645.049,0.19081,0.50235,0.25682,0.86543,0.75535,0.86632,0.74469,0.1718,0.52646,0.25394,0.00107189,0.00107189,0.00107189
20,678.542,0.17648,0.51111,0.23891,0.76949,0.76141,0.78624,0.68732,0.16474,0.65112,0.23049,0.00103883,0.00103883,0.00103883
21,712.261,0.16379,0.43292,0.21859,0.7802,0.82402,0.8451,0.71672,0.17883,0.59307,0.28372,0.00100576,0.00100576,0.00100576
22,745.912,0.16533,0.46517,0.21752,0.80811,0.84223,0.85729,0.75255,0.16085,0.53958,0.25021,0.000972702,0.000972702,0.000972702
23,780.106,0.16132,0.42043,0.2062,0.77631,0.81962,0.86965,0.7734,0.16536,0.51064,0.23136,0.00093964,0.00093964,0.00093964
24,814.165,0.15547,0.38296,0.17811,0.78831,0.86109,0.85499,0.78692,0.1416,0.50737,0.19514,0.000906578,0.000906578,0.000906578
25,848.247,0.14619,0.38387,0.18341,0.85517,0.86716,0.90725,0.80579,0.16307,0.41222,0.2365,0.000873516,0.000873516,0.000873516
26,882.767,0.15091,0.35516,0.18491,0.88468,0.8372,0.89154,0.7872,0.16302,0.43422,0.22776,0.000840454,0.000840454,0.000840454
27,916.452,0.13826,0.3731,0.17458,0.85647,0.8315,0.89661,0.78839,0.15948,0.48154,0.22736,0.000807392,0.000807392,0.000807392
28,950.214,0.13888,0.33466,0.17782,0.84578,0.76916,0.88029,0.78577,0.15344,0.5327,0.20493,0.000774331,0.000774331,0.000774331
29,983.965,0.13265,0.33624,0.14304,0.79157,0.80911,0.84995,0.7634,0.13921,0.58044,0.20412,0.000741269,0.000741269,0.000741269
30,1017.67,0.12716,0.32617,0.14508,0.85045,0.7881,0.8931,0.7909,0.15292,0.58719,0.21532,0.000708207,0.000708207,0.000708207
31,1051.77,0.14067,0.34304,0.17867,0.78116,0.82404,0.848,0.75337,0.1793,0.51261,0.31241,0.000675145,0.000675145,0.000675145
32,1085.79,0.13404,0.34703,0.16776,0.87913,0.80518,0.9048,0.8063,0.15356,0.46906,0.22814,0.000642083,0.000642083,0.000642083
33,1119.86,0.12608,0.33749,0.1561,0.90868,0.80872,0.89376,0.80407,0.14973,0.49852,0.2253,0.000609021,0.000609021,0.000609021
34,1153.78,0.12861,0.29607,0.15563,0.8954,0.81265,0.87915,0.79912,0.14949,0.46162,0.19575,0.00057596,0.00057596,0.00057596
35,1187.61,0.11589,0.28901,0.13531,0.89323,0.81834,0.90086,0.81408,0.13869,0.50898,0.20624,0.000542898,0.000542898,0.000542898
36,1222.05,0.1278,0.27987,0.14329,0.85167,0.8144,0.88383,0.80512,0.1461,0.47396,0.21251,0.000509836,0.000509836,0.000509836
37,1255.83,0.1203,0.28732,0.13972,0.78796,0.79581,0.86151,0.77433,0.13276,0.61537,0.1894,0.000476774,0.000476774,0.000476774
38,1289.5,0.11408,0.27544,0.12787,0.89696,0.80518,0.89729,0.80751,0.15493,0.48657,0.24146,0.000443712,0.000443712,0.000443712
39,1323.31,0.10496,0.25852,0.13407,0.84525,0.88819,0.9115,0.8338,0.14219,0.43958,0.21357,0.00041065,0.00041065,0.00041065
40,1357.33,0.11078,0.2657,0.13637,0.85036,0.87723,0.909,0.82111,0.14628,0.48014,0.22692,0.000377589,0.000377589,0.000377589
41,1392.31,0.1106,0.248,0.13679,0.84989,0.86925,0.88765,0.81075,0.14846,0.47202,0.23889,0.000344527,0.000344527,0.000344527
42,1426.15,0.10082,0.24832,0.12189,0.83004,0.90259,0.92303,0.84103,0.13806,0.43484,0.21614,0.000311465,0.000311465,0.000311465
43,1460.15,0.10316,0.22905,0.11521,0.83896,0.90259,0.91916,0.84629,0.13658,0.43943,0.21054,0.000278403,0.000278403,0.000278403
44,1494.03,0.09007,0.24786,0.09929,0.84508,0.8852,0.91757,0.84917,0.13178,0.45376,0.18853,0.000245341,0.000245341,0.000245341
45,1527.99,0.08462,0.20131,0.09366,0.85353,0.91348,0.91913,0.84927,0.13015,0.43516,0.17324,0.000212279,0.000212279,0.000212279
46,1562.41,0.09864,0.22452,0.10751,0.87133,0.86024,0.92265,0.85785,0.12465,0.45288,0.16777,0.000179218,0.000179218,0.000179218
47,1596.29,0.09273,0.20804,0.09378,0.85211,0.90357,0.91208,0.84599,0.12529,0.45874,0.17625,0.000146156,0.000146156,0.000146156
48,1629.92,0.08718,0.20272,0.09385,0.8399,0.91226,0.92447,0.86186,0.1191,0.42827,0.16154,0.000113094,0.000113094,0.000113094
49,1663.9,0.08426,0.21793,0.09703,0.90189,0.86528,0.93464,0.87199,0.12031,0.4229,0.16332,8.00322e-05,8.00322e-05,8.00322e-05
50,1697.89,0.08803,0.19343,0.09547,0.86208,0.89704,0.93651,0.86912,0.1191,0.42097,0.16169,4.69703e-05,4.69703e-05,4.69703e-05
