epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
1,32.7184,0.49487,7.85952,0.63166,0.30028,0.5423,0.31821,0.2486,0.18804,1.11536,0.25004,0.00054889,0.00054889,0.00054889
2,66.599,0.18904,0.75353,0.25592,0.61756,0.72305,0.66378,0.50632,0.25266,0.8696,0.38471,0.00108318,0.00108318,0.00108318
3,99.8411,0.22999,0.66574,0.29525,0.70913,0.65641,0.7572,0.5569,0.32635,0.68527,0.50751,0.00159597,0.00159597,0.00159597
4,133.136,0.24977,0.73187,0.32126,0.582,0.4544,0.52588,0.38301,0.35414,0.8721,0.48023,0.00157022,0.00157022,0.00157022
5,165.945,0.2389,0.68491,0.32082,0.78348,0.70892,0.79251,0.58329,0.31249,0.58519,0.48012,0.00153796,0.00153796,0.00153796
6,199.176,0.23886,0.66639,0.33349,0.8126,0.66973,0.76333,0.59425,0.26665,0.63213,0.42698,0.0015057,0.0015057,0.0015057
7,232.773,0.23034,0.70237,0.32831,0.63685,0.53308,0.51749,0.34803,0.58484,0.79372,0.8818,0.00147344,0.00147344,0.00147344
8,265.497,0.23153,0.72687,0.29215,0.66838,0.72591,0.70661,0.53337,0.31636,0.79607,0.48979,0.00144118,0.00144118,0.00144118
9,298.132,0.20948,0.68534,0.26534,0.55274,0.70565,0.66508,0.48329,0.3315,0.78458,0.51544,0.00140892,0.00140892,0.00140892
10,330.977,0.21009,0.61028,0.28134,0.77708,0.61453,0.73075,0.53231,0.30353,0.73719,0.46359,0.00137666,0.00137666,0.00137666
11,363.61,0.23538,0.63497,0.31797,0.64059,0.61647,0.57238,0.39784,0.4876,0.68279,0.82203,0.0013444,0.0013444,0.0013444
12,396.739,0.247,0.74093,0.32609,0.70597,0.49413,0.57964,0.45089,nan,nan,nan,0.00131214,0.00131214,0.00131214
13,429.373,0.25213,0.71442,0.32682,0.62827,0.59482,0.58963,0.41982,nan,nan,nan,0.00127988,0.00127988,0.00127988
14,462.106,0.27601,0.73799,0.35121,0.6616,0.67626,0.67052,0.50435,0.33247,0.79566,0.51663,0.00124762,0.00124762,0.00124762
15,494.993,0.24021,0.86191,0.31144,0.61079,0.59527,0.58275,0.43333,0.31404,1.02782,0.44506,0.00121536,0.00121536,0.00121536
16,527.966,0.29609,0.92574,0.41317,0.58996,0.53429,0.5101,0.39048,nan,nan,nan,0.0011831,0.0011831,0.0011831
17,561.006,0.28144,0.99134,0.38202,0.51744,0.49283,0.39733,0.27852,nan,nan,nan,0.00115084,0.00115084,0.00115084
18,593.694,0.33164,1.03752,0.42497,0.50137,0.22877,0.20641,0.12672,nan,nan,nan,0.00111858,0.00111858,0.00111858
19,626.413,0.35078,1.04215,0.46208,0.59433,0.38118,0.43806,0.29961,0.43249,1.11985,0.56903,0.00108632,0.00108632,0.00108632
20,659.044,0.34182,0.92937,0.44279,0.5099,0.51461,0.46314,0.3268,nan,nan,nan,0.00105406,0.00105406,0.00105406
21,691.778,0.3094,0.84363,0.41874,0.62092,0.50884,0.56036,0.38456,nan,nan,nan,0.0010218,0.0010218,0.0010218
