epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,7.72251,0.49528,2.42396,1.16379,0.54341,0.53563,0.51083,0.39069,0.49155,2.64814,1.11524,0.0003334,0.0003334,0.0003334
2,15.3457,0.47707,1.6135,1.16365,0.68619,0.53474,0.60976,0.44581,0.54197,2.53015,1.20465,0.000670069,0.000670069,0.000670069
3,23.7047,0.52711,1.49432,1.18264,0.64625,0.55628,0.54505,0.31075,0.80249,2.64049,1.59027,0.000993011,0.000993011,0.000993011
4,30.9912,0.58799,1.50872,1.25947,0.47368,0.30862,0.36343,0.20938,0.89581,2.72271,1.83599,0.00130222,0.00130222,0.00130222
5,38.4224,0.57804,1.4292,1.25922,0.39335,0.38865,0.3061,0.17127,1.09086,2.95746,1.98438,0.00153626,0.00153626,0.00153626
6,45.6059,0.55778,1.30512,1.22192,0.49316,0.5749,0.49769,0.24019,1.05814,2.6733,2.14922,0.00150358,0.00150358,0.00150358
7,52.6898,0.56149,1.30642,1.23692,0.34229,0.60596,0.45382,0.25379,0.79775,5.15921,1.7197,0.00147089,0.00147089,0.00147089
8,59.7311,0.55113,1.26559,1.21001,0.50411,0.44045,0.41207,0.20886,1.08419,2.76529,2.03626,0.00143821,0.00143821,0.00143821
9,66.8967,0.5176,1.14057,1.15847,0.50487,0.76055,0.65642,0.46671,0.63187,1.97025,1.39979,0.00140552,0.00140552,0.00140552
10,74.3201,0.55321,1.20605,1.25555,0.45914,0.63197,0.52467,0.34708,0.67962,2.5676,1.44116,0.00137284,0.00137284,0.00137284
11,81.309,0.51135,1.08513,1.17464,0.59048,0.64712,0.67031,0.47288,0.63378,1.83041,1.3782,0.00134015,0.00134015,0.00134015
12,88.8743,0.49606,1.02851,1.16104,0.60589,0.68269,0.66559,0.49306,0.62613,1.61867,1.53316,0.00130747,0.00130747,0.00130747
13,96.344,0.50583,1.03528,1.16308,0.67458,0.77109,0.75287,0.5896,0.52574,1.43903,1.1691,0.00127478,0.00127478,0.00127478
14,103.721,0.47255,0.98926,1.13371,0.65757,0.62128,0.6207,0.45632,0.60342,1.63463,1.34657,0.0012421,0.0012421,0.0012421
15,110.778,0.47165,0.9272,1.13525,0.69892,0.66656,0.72623,0.57151,0.52707,1.48256,1.20836,0.00120941,0.00120941,0.00120941
16,117.848,0.48476,0.86318,1.16086,0.63469,0.75154,0.72156,0.53971,0.59091,1.44934,1.28762,0.00117673,0.00117673,0.00117673
17,124.823,0.48381,0.9006,1.13744,0.64068,0.71908,0.69784,0.56263,0.52857,1.53485,1.20562,0.00114404,0.00114404,0.00114404
18,132.179,0.48108,0.88148,1.14295,0.80332,0.64644,0.74918,0.59573,0.54561,1.28064,1.2054,0.00111136,0.00111136,0.00111136
19,139.234,0.44978,0.80068,1.11735,0.79371,0.69913,0.8021,0.63324,0.50598,1.1367,1.1974,0.00107867,0.00107867,0.00107867
20,146.4,0.45846,0.79032,1.12574,0.67798,0.76644,0.74342,0.59624,0.47048,1.17198,1.13002,0.00104599,0.00104599,0.00104599
21,153.502,0.43656,0.74508,1.09103,0.75018,0.6941,0.75757,0.61024,0.45461,1.14141,1.10996,0.0010133,0.0010133,0.0010133
22,161.333,0.45574,0.82259,1.11896,0.75745,0.75904,0.7984,0.62866,0.48604,1.1522,1.15319,0.000980616,0.000980616,0.000980616
23,168.694,0.43025,0.76014,1.10585,0.756,0.75341,0.77922,0.63519,0.45935,1.08974,1.12611,0.000947931,0.000947931,0.000947931
24,175.699,0.41887,0.73444,1.08256,0.80371,0.73224,0.82929,0.63684,0.51363,1.08061,1.20322,0.000915246,0.000915246,0.000915246
25,182.681,0.45321,0.77614,1.1293,0.88196,0.64123,0.81329,0.67531,0.46149,1.04359,1.12578,0.000882561,0.000882561,0.000882561
26,189.725,0.43211,0.7093,1.10771,0.80263,0.71612,0.81069,0.67947,0.45074,1.02687,1.15686,0.000849876,0.000849876,0.000849876
27,197.126,0.41328,0.66476,1.06887,0.81399,0.78683,0.82669,0.69514,0.46033,0.949,1.09563,0.000817191,0.000817191,0.000817191
28,204.194,0.39192,0.64294,1.06418,0.72352,0.73232,0.7688,0.6451,0.41766,1.06565,1.06511,0.000784506,0.000784506,0.000784506
29,211.13,0.39182,0.6355,1.07841,0.75248,0.78591,0.81263,0.66114,0.48912,1.04554,1.20991,0.000751821,0.000751821,0.000751821
30,218.184,0.38943,0.65623,1.04837,0.78227,0.73078,0.80942,0.66522,0.44014,1.0462,1.12855,0.000719136,0.000719136,0.000719136
31,226.53,0.37136,0.60749,1.04633,0.80209,0.79045,0.82261,0.68044,0.43439,0.96344,1.11675,0.000686451,0.000686451,0.000686451
32,233.714,0.37489,0.60225,1.05172,0.87835,0.7338,0.85466,0.71145,0.42496,0.87405,1.0778,0.000653766,0.000653766,0.000653766
33,240.759,0.35862,0.61506,1.04038,0.8188,0.70844,0.81412,0.68836,0.42648,0.87847,1.10591,0.000621081,0.000621081,0.000621081
34,247.782,0.36806,0.59256,1.06021,0.81769,0.83561,0.84991,0.74089,0.40036,0.80636,1.06078,0.000588396,0.000588396,0.000588396
35,254.798,0.3446,0.54762,1.02555,0.84481,0.819,0.84818,0.72104,0.39839,0.85043,1.06497,0.000555711,0.000555711,0.000555711
36,262.205,0.35754,0.56296,1.03524,0.82143,0.79414,0.84623,0.731,0.38532,0.81084,1.0637,0.000523026,0.000523026,0.000523026
