epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
1,34.1818,0.52516,7.47374,0.69225,0.42342,0.59946,0.518,0.45295,0.17109,1.00233,0.26519,0.00054889,0.00054889,0.00054889
2,67.8308,0.24,0.70589,0.3122,0.60393,0.69009,0.66044,0.52604,0.23485,0.77694,0.38932,0.00108265,0.00108265,0.00108265
3,101.996,0.25838,0.76177,0.33234,0.64179,0.63009,0.66465,0.4912,0.28202,0.99682,0.46536,0.00159437,0.00159437,0.00159437
4,135.452,0.22273,0.73456,0.28654,0.61661,0.69167,0.67551,0.5505,0.24879,0.83159,0.40928,0.00156781,0.00156781,0.00156781
5,170.047,0.23675,0.78229,0.31458,0.66116,0.58833,0.63815,0.49791,0.29392,0.95425,0.4779,0.00153475,0.00153475,0.00153475
6,203.484,0.22927,0.63903,0.29723,0.63229,0.47197,0.49884,0.39757,0.29895,1.04879,0.51409,0.00150169,0.00150169,0.00150169
7,237.016,0.223,0.67483,0.27796,0.68664,0.49654,0.5767,0.43123,0.33158,1.10639,0.61093,0.00146863,0.00146863,0.00146863
8,270.253,0.24415,0.58828,0.32514,0.70816,0.75623,0.82332,0.68825,0.20036,0.70726,0.30801,0.00143557,0.00143557,0.00143557
9,304.07,0.22349,0.70954,0.28233,0.75967,0.69241,0.7936,0.6506,0.24823,0.60826,0.39226,0.00140251,0.00140251,0.00140251
10,337.651,0.2442,0.64702,0.31229,0.75486,0.73964,0.81814,0.67452,0.23953,0.58854,0.3982,0.00136944,0.00136944,0.00136944
11,371.017,0.20636,0.57936,0.24543,0.74663,0.77635,0.82096,0.62964,0.25972,0.69823,0.46276,0.00133638,0.00133638,0.00133638
12,404.296,0.20662,0.62139,0.27382,0.59587,0.75416,0.73847,0.61289,0.22107,0.78813,0.35136,0.00130332,0.00130332,0.00130332
13,437.695,0.21267,0.68098,0.27,0.78962,0.76887,0.82542,0.66251,0.2508,0.61143,0.41043,0.00127026,0.00127026,0.00127026
14,471.465,0.21021,0.5382,0.26594,0.78392,0.61598,0.71866,0.59471,0.2367,0.73228,0.36784,0.0012372,0.0012372,0.0012372
15,505.042,0.21288,0.6028,0.28152,0.76575,0.75511,0.8344,0.69874,0.25109,0.60077,0.41388,0.00120413,0.00120413,0.00120413
16,538.743,0.19761,0.51508,0.27049,0.6432,0.78763,0.72327,0.60293,0.24554,0.72948,0.43693,0.00117107,0.00117107,0.00117107
17,572.232,0.18215,0.52304,0.22476,0.69123,0.7545,0.77368,0.62609,0.26523,0.69843,0.4647,0.00113801,0.00113801,0.00113801
18,605.506,0.18441,0.43657,0.2357,0.76089,0.79109,0.82491,0.71203,0.21217,0.59504,0.33772,0.00110495,0.00110495,0.00110495
19,639.628,0.16674,0.45377,0.20719,0.88243,0.76306,0.86122,0.70125,0.26511,0.51338,0.4078,0.00107189,0.00107189,0.00107189
20,672.914,0.16707,0.43451,0.20826,0.87973,0.77995,0.8674,0.73161,0.21056,0.53616,0.33674,0.00103883,0.00103883,0.00103883
21,706.479,0.15969,0.42141,0.21316,0.86908,0.78917,0.84704,0.72487,0.20241,0.5218,0.33665,0.00100576,0.00100576,0.00100576
22,739.906,0.14922,0.41613,0.1849,0.81901,0.83563,0.87748,0.73767,0.23647,0.44281,0.44608,0.000972702,0.000972702,0.000972702
23,773.801,0.15663,0.38382,0.1769,0.76377,0.85177,0.86005,0.76143,0.22311,0.43875,0.39777,0.00093964,0.00093964,0.00093964
24,807.869,0.15546,0.41457,0.18528,0.71926,0.79263,0.81347,0.71491,0.20563,0.64829,0.28531,0.000906578,0.000906578,0.000906578
25,841.277,0.14606,0.41298,0.17865,0.7105,0.78621,0.76854,0.64225,0.20852,0.67469,0.3282,0.000873516,0.000873516,0.000873516
26,874.765,0.13101,0.36938,0.14704,0.81475,0.78491,0.84828,0.7295,0.20306,0.52999,0.33481,0.000840454,0.000840454,0.000840454
27,908.081,0.13506,0.3698,0.15875,0.84435,0.82335,0.88248,0.78907,0.18945,0.48747,0.30473,0.000807392,0.000807392,0.000807392
28,941.737,0.13335,0.3376,0.16684,0.88053,0.81402,0.88059,0.77263,0.19954,0.46218,0.33722,0.000774331,0.000774331,0.000774331
29,975.372,0.12495,0.32554,0.15319,0.80635,0.8076,0.86937,0.7691,0.18882,0.52476,0.33419,0.000741269,0.000741269,0.000741269
