epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
30,1008.71,0.12,0.3259,0.13766,0.84728,0.78815,0.84745,0.75423,0.20242,0.58131,0.33385,0.000708207,0.000708207,0.000708207
31,1042.12,0.12564,0.34754,0.13893,0.86347,0.78456,0.86923,0.77767,0.18585,0.52589,0.28372,0.000675145,0.000675145,0.000675145
32,1076.03,0.13215,0.3294,0.17528,0.87467,0.81512,0.90407,0.81773,0.17509,0.43117,0.29526,0.000642083,0.000642083,0.000642083
33,1110,0.12617,0.31878,0.13743,0.86797,0.78173,0.877,0.78261,0.19548,0.4835,0.33568,0.000609021,0.000609021,0.000609021
34,1143.99,0.12734,0.29012,0.16187,0.85451,0.83525,0.87638,0.78034,0.18959,0.48936,0.32473,0.00057596,0.00057596,0.00057596
35,1177.5,0.11268,0.28179,0.1381,0.88076,0.80635,0.87314,0.7865,0.18853,0.48512,0.31505,0.000542898,0.000542898,0.000542898
36,1211.01,0.10986,0.26284,0.11841,0.87392,0.81984,0.89135,0.79837,0.17853,0.49404,0.28097,0.000509836,0.000509836,0.000509836
37,1244.54,0.10183,0.24577,0.12886,0.88123,0.79767,0.8955,0.80184,0.18781,0.4687,0.30347,0.000476774,0.000476774,0.000476774
38,1278.26,0.09945,0.21736,0.11574,0.86472,0.78303,0.85679,0.76136,0.18528,0.56243,0.29093,0.000443712,0.000443712,0.000443712
39,1312.31,0.10319,0.24082,0.11506,0.92106,0.80415,0.90751,0.81544,0.18063,0.43434,0.3081,0.00041065,0.00041065,0.00041065
40,1345.91,0.09975,0.23924,0.11282,0.90797,0.78534,0.89525,0.80052,0.18383,0.46925,0.30244,0.000377589,0.000377589,0.000377589
41,1380.49,0.10368,0.20655,0.10931,0.89185,0.80518,0.88739,0.79909,0.18454,0.46594,0.30681,0.000344527,0.000344527,0.000344527
42,1414.34,0.09433,0.21748,0.09705,0.84559,0.80943,0.88139,0.79803,0.19873,0.47003,0.33415,0.000311465,0.000311465,0.000311465
43,1448,0.08908,0.1915,0.10068,0.8413,0.79705,0.85125,0.77036,0.19031,0.56201,0.3197,0.000278403,0.000278403,0.000278403
44,1482.31,0.09519,0.20536,0.0973,0.86557,0.81144,0.86362,0.77916,0.18072,0.5488,0.27937,0.000245341,0.000245341,0.000245341
45,1515.96,0.08906,0.19678,0.09271,0.8978,0.78792,0.88403,0.80483,0.18595,0.48997,0.3096,0.000212279,0.000212279,0.000212279
46,1549.63,0.08611,0.20035,0.08402,0.90865,0.78834,0.89386,0.80855,0.17636,0.47724,0.27272,0.000179218,0.000179218,0.000179218
47,1583.69,0.08248,0.18123,0.09272,0.8752,0.81144,0.86029,0.77593,0.18805,0.49949,0.30339,0.000146156,0.000146156,0.000146156
