epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,5.70027,0.86446,5.13644,1.09906,0.00665,0.90417,0.20852,0.15268,0.77795,6.84431,1.0539,0.0003334,0.0003334,0.0003334
2,11.0511,0.98089,4.63851,1.18826,0.00738,0.90104,0.28684,0.20235,0.84878,6.7686,1.12942,0.000670195,0.000670195,0.000670195
3,16.5827,1.14073,4.09185,1.24855,0.0053,0.83646,0.30913,0.18,1.44922,6.86969,1.56607,0.000993393,0.000993393,0.000993393
4,22.2828,1.17381,3.79177,1.23654,0.53025,0.06444,0.19202,0.12535,1.40061,6.32884,1.64162,0.00130299,0.00130299,0.00130299
5,27.5216,1.23653,3.55594,1.30629,0.13387,0.08229,0.0667,0.02405,2.73538,7.59775,2.90259,0.00153749,0.00153749,0.00153749
6,32.7978,1.30298,3.21652,1.30031,0.30079,0.06563,0.08697,0.04143,2.54315,6.12199,2.43168,0.00150512,0.00150512,0.00150512
7,38.8474,1.29634,3.00889,1.30064,0.24214,0.09325,0.20197,0.10063,1.87103,4.96608,1.78237,0.00147274,0.00147274,0.00147274
8,44.1103,1.31432,2.80454,1.30865,0.33546,0.44167,0.3022,0.18441,1.40749,4.27849,1.50792,0.00144036,0.00144036,0.00144036
9,49.3937,1.22478,2.58367,1.2596,0.31855,0.54167,0.36702,0.19034,1.63797,4.10229,1.62603,0.00140798,0.00140798,0.00140798
10,54.6648,1.22594,2.30967,1.25189,0.47982,0.51979,0.50835,0.34471,1.37991,3.40686,1.35876,0.00137561,0.00137561,0.00137561
11,59.8843,1.21999,2.09724,1.2524,0.60796,0.60938,0.64058,0.45929,1.25447,2.72952,1.32649,0.00134323,0.00134323,0.00134323
12,65.153,1.2324,1.8979,1.25212,0.54884,0.59676,0.58142,0.35267,1.36869,2.85738,1.30728,0.00131085,0.00131085,0.00131085
13,70.3531,1.20139,1.82967,1.24729,0.5728,0.58437,0.56457,0.37826,1.33155,2.64082,1.30778,0.00127848,0.00127848,0.00127848
14,75.6014,1.18634,1.68809,1.20375,0.57997,0.58941,0.59156,0.38083,1.32615,2.66004,1.40122,0.0012461,0.0012461,0.0012461
15,80.7778,1.1614,1.48343,1.21629,0.6103,0.43854,0.50444,0.32933,1.37015,2.60709,1.3927,0.00121372,0.00121372,0.00121372
16,86.2345,1.12464,1.51143,1.19154,0.62603,0.51734,0.48463,0.31876,1.33927,2.5824,1.31562,0.00118135,0.00118135,0.00118135
17,91.7307,1.11975,1.39679,1.18891,0.64939,0.66042,0.6765,0.5169,1.09846,1.96602,1.22877,0.00114897,0.00114897,0.00114897
18,96.967,1.10527,1.32088,1.19343,0.60885,0.65153,0.6122,0.46309,1.07807,1.94712,1.2027,0.00111659,0.00111659,0.00111659
19,102.162,1.08226,1.30592,1.18626,0.71558,0.71875,0.77642,0.59463,1.0976,1.56673,1.20634,0.00108422,0.00108422,0.00108422
20,107.398,1.07865,1.21932,1.17486,0.68804,0.58901,0.6587,0.52055,1.07265,1.68703,1.18488,0.00105184,0.00105184,0.00105184
21,112.851,1.06978,1.21624,1.1627,0.67347,0.70894,0.72663,0.52286,1.14033,1.5674,1.21282,0.00101946,0.00101946,0.00101946
22,118.11,1.01693,1.09313,1.15851,0.83168,0.64339,0.71575,0.51753,1.21102,1.69334,1.25124,0.000987086,0.000987086,0.000987086
23,123.315,0.98087,1.13015,1.13957,0.76782,0.64468,0.74001,0.53568,1.10117,1.60911,1.21296,0.000954709,0.000954709,0.000954709
24,128.517,1.02454,1.03367,1.15637,0.72593,0.65625,0.69381,0.57231,0.92638,1.48909,1.08917,0.000922332,0.000922332,0.000922332
25,133.655,0.98532,1.00704,1.11308,0.7153,0.68229,0.72875,0.5817,1.01496,1.40888,1.12433,0.000889955,0.000889955,0.000889955
26,138.935,0.9814,1.01732,1.13134,0.72135,0.69934,0.72563,0.5679,1.03406,1.3878,1.1566,0.000857578,0.000857578,0.000857578
27,144.12,0.97787,0.9598,1.11074,0.7588,0.71418,0.75086,0.58943,1.04409,1.26741,1.14851,0.000825201,0.000825201,0.000825201
28,149.326,0.971,0.94853,1.12475,0.80291,0.73954,0.79279,0.64978,0.96628,1.16952,1.11979,0.000792824,0.000792824,0.000792824
29,154.895,0.96489,0.89085,1.12748,0.82117,0.68958,0.78593,0.65181,0.97977,1.18191,1.10943,0.000760447,0.000760447,0.000760447
30,160.259,0.89331,0.88928,1.09605,0.754,0.70998,0.74359,0.60424,0.98747,1.3614,1.11637,0.000728071,0.000728071,0.000728071
31,165.521,0.91998,0.91988,1.09392,0.7356,0.74583,0.78492,0.65582,1.00606,1.13212,1.0801,0.000695694,0.000695694,0.000695694
32,170.719,0.96555,0.91215,1.1245,0.84092,0.73021,0.81025,0.67,1.0164,1.10623,1.10071,0.000663317,0.000663317,0.000663317
33,176.266,0.88401,0.82274,1.09618,0.76564,0.72513,0.76696,0.65158,0.98299,1.27375,1.10577,0.00063094,0.00063094,0.00063094
34,181.388,0.85221,0.78402,1.06497,0.76914,0.77421,0.82706,0.6994,0.91056,1.02814,1.07287,0.000598563,0.000598563,0.000598563
35,186.615,0.84808,0.76182,1.08185,0.72548,0.78135,0.81822,0.69683,0.94669,1.01986,1.07675,0.000566186,0.000566186,0.000566186
36,191.84,0.82353,0.71869,1.0783,0.7405,0.76387,0.8029,0.69576,0.89704,1.08476,1.08476,0.000533809,0.000533809,0.000533809
37,197.016,0.80522,0.71962,1.04834,0.85058,0.71458,0.82503,0.69645,0.92275,1.04513,1.0869,0.000501432,0.000501432,0.000501432
38,202.164,0.82083,0.7134,1.04656,0.83801,0.75208,0.82429,0.69998,0.89565,1.05167,1.05846,0.000469056,0.000469056,0.000469056
39,207.409,0.81199,0.68526,1.0554,0.83885,0.72636,0.83186,0.70864,0.87741,1.00424,1.05894,0.000436679,0.000436679,0.000436679
40,212.652,0.75948,0.65001,1.0194,0.80877,0.74743,0.83584,0.71189,0.858,0.93954,1.0818,0.000404302,0.000404302,0.000404302
41,220.002,0.64999,0.66358,0.98518,0.81523,0.73039,0.82378,0.70906,0.86148,1.04998,1.06519,0.000371925,0.000371925,0.000371925
42,225.556,0.62563,0.63474,0.97105,0.81626,0.73718,0.79648,0.69474,0.83363,1.13228,1.0639,0.000339548,0.000339548,0.000339548
43,230.656,0.59005,0.58703,0.95365,0.78346,0.7512,0.82378,0.71477,0.85204,1.02881,1.07022,0.000307171,0.000307171,0.000307171
44,235.872,0.58579,0.55334,0.94375,0.84042,0.72917,0.83517,0.72322,0.87794,0.95928,1.04284,0.000274794,0.000274794,0.000274794
45,241.45,0.58657,0.54577,0.95716,0.88512,0.71458,0.83881,0.72324,0.8628,0.97726,1.03192,0.000242417,0.000242417,0.000242417
46,246.641,0.5486,0.48536,0.9178,0.85244,0.75521,0.84061,0.72276,0.847,0.9343,1.02925,0.000210041,0.000210041,0.000210041
47,251.706,0.53749,0.45721,0.92321,0.81028,0.78063,0.8377,0.72423,0.85506,0.9125,1.0405,0.000177664,0.000177664,0.000177664
48,256.812,0.52174,0.46553,0.91971,0.84424,0.76667,0.84011,0.73381,0.84437,0.90261,1.04801,0.000145287,0.000145287,0.000145287
49,261.937,0.51354,0.47735,0.91883,0.85356,0.75313,0.83889,0.73237,0.83426,0.9186,1.04172,0.00011291,0.00011291,0.00011291
50,267.092,0.54863,0.48311,0.93875,0.81978,0.75833,0.83973,0.73489,0.82205,0.91325,1.03499,8.05331e-05,8.05331e-05,8.05331e-05
