epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,5.65866,0.51222,5.1483,1.11084,0.00881,0.85729,0.29149,0.23,0.4105,6.82808,1.06471,0.0003334,0.0003334,0.0003334
2,10.9804,0.5266,4.66684,1.13745,0.00708,0.84479,0.27784,0.19057,0.54519,6.84696,1.17201,0.000670427,0.000670427,0.000670427
3,16.2626,0.61043,4.29471,1.18813,0.00559,0.89583,0.25298,0.1668,0.58952,6.56513,1.21415,0.000994092,0.000994092,0.000994092
4,21.534,0.66374,3.93469,1.20447,0.92513,0.02974,0.19156,0.09717,0.86706,6.55111,1.58637,0.0013044,0.0013044,0.0013044
5,26.8219,0.67528,3.52457,1.22811,0.66268,0.04612,0.17199,0.0826,1.12473,6.53609,2.01649,0.00153975,0.00153975,0.00153975
6,32.1252,0.75681,3.2057,1.29898,0.45549,0.27494,0.302,0.16831,0.90399,5.50894,1.63436,0.00150793,0.00150793,0.00150793
7,38.1115,0.74297,2.99708,1.2943,0.28812,0.33333,0.22995,0.12263,0.85061,4.91313,1.50738,0.00147612,0.00147612,0.00147612
8,43.4312,0.6921,2.69019,1.25893,0.31996,0.28837,0.21099,0.09841,1.05924,4.88583,1.83564,0.00144431,0.00144431,0.00144431
9,48.725,0.67923,2.36089,1.23093,0.37763,0.5066,0.35169,0.20289,0.86146,3.90593,1.5718,0.00141249,0.00141249,0.00141249
10,54.3014,0.70324,2.2336,1.23188,0.56259,0.48854,0.4897,0.30963,0.91086,3.46986,1.78364,0.00138068,0.00138068,0.00138068
11,59.6113,0.68799,1.97541,1.23871,0.39365,0.36562,0.36623,0.22253,0.85915,3.65127,1.47021,0.00134887,0.00134887,0.00134887
12,64.9399,0.66301,1.82826,1.19427,0.61039,0.54583,0.60699,0.44499,0.76055,2.41815,1.41191,0.00131705,0.00131705,0.00131705
13,70.1291,0.69582,1.80411,1.23783,0.49098,0.48646,0.43568,0.25095,0.90994,2.99514,1.49332,0.00128524,0.00128524,0.00128524
14,75.3592,0.65443,1.69959,1.2358,0.61336,0.54545,0.6097,0.42801,0.67237,2.25489,1.22807,0.00125343,0.00125343,0.00125343
15,80.5915,0.6908,1.54801,1.21606,0.67706,0.59733,0.65587,0.48186,0.71758,2.1104,1.21658,0.00122161,0.00122161,0.00122161
16,85.7663,0.66369,1.51777,1.22246,0.712,0.54167,0.61854,0.42744,0.77209,2.18635,1.31665,0.0011898,0.0011898,0.0011898
17,90.9632,0.66471,1.43702,1.19553,0.67636,0.6097,0.64836,0.44925,0.74391,2.0199,1.31501,0.00115799,0.00115799,0.00115799
18,96.1116,0.64084,1.35074,1.21742,0.68488,0.65244,0.70491,0.46761,0.74319,1.77485,1.31039,0.00112618,0.00112618,0.00112618
19,101.271,0.60613,1.29093,1.18289,0.66487,0.69243,0.73689,0.56109,0.63219,1.65906,1.18675,0.00109436,0.00109436,0.00109436
20,106.789,0.60278,1.14842,1.14858,0.71884,0.67141,0.73566,0.55904,0.63664,1.57847,1.20124,0.00106255,0.00106255,0.00106255
21,112.001,0.61478,1.16867,1.16959,0.8155,0.59167,0.73101,0.53588,0.70143,1.47865,1.25217,0.00103074,0.00103074,0.00103074
22,117.348,0.60153,1.13247,1.14202,0.77885,0.7125,0.78805,0.62774,0.60386,1.33658,1.17717,0.000998922,0.000998922,0.000998922
23,123.019,0.57411,1.02161,1.12889,0.76681,0.66871,0.73098,0.57806,0.60682,1.46368,1.17484,0.000967109,0.000967109,0.000967109
24,128.286,0.60621,1.07752,1.1638,0.70645,0.72767,0.74404,0.58467,0.58114,1.3451,1.13417,0.000935296,0.000935296,0.000935296
25,133.539,0.56947,1.00668,1.10756,0.72735,0.68433,0.689,0.5579,0.59969,1.41512,1.15398,0.000903483,0.000903483,0.000903483
26,138.783,0.55602,0.93718,1.09894,0.6789,0.67001,0.70836,0.5694,0.61429,1.36645,1.14225,0.00087167,0.00087167,0.00087167
27,144.053,0.55565,1.0211,1.12327,0.69896,0.68333,0.71433,0.57835,0.58684,1.44097,1.12493,0.000839856,0.000839856,0.000839856
28,149.272,0.55394,0.91212,1.09201,0.7351,0.7494,0.79602,0.65744,0.50982,1.1841,1.06161,0.000808043,0.000808043,0.000808043
29,154.503,0.52018,0.96079,1.11204,0.81578,0.74271,0.78777,0.60659,0.59813,1.25609,1.15098,0.00077623,0.00077623,0.00077623
30,159.805,0.51162,0.85529,1.08757,0.75517,0.78336,0.79199,0.64394,0.538,1.22478,1.1232,0.000744417,0.000744417,0.000744417
31,165.07,0.50197,0.83829,1.07717,0.71105,0.74167,0.80036,0.65151,0.54068,1.12341,1.10289,0.000712603,0.000712603,0.000712603
32,170.589,0.49359,0.78822,1.07133,0.74898,0.74366,0.78094,0.63586,0.55914,1.20568,1.09735,0.00068079,0.00068079,0.00068079
33,175.872,0.49701,0.74202,1.08053,0.82778,0.64893,0.77118,0.62499,0.54407,1.279,1.0809,0.000648977,0.000648977,0.000648977
34,181.013,0.49409,0.76844,1.0846,0.74218,0.7778,0.8246,0.67399,0.50004,1.12646,1.06282,0.000617164,0.000617164,0.000617164
35,186.513,0.48579,0.73252,1.05464,0.80167,0.71771,0.83038,0.68611,0.49665,1.07054,1.04802,0.000585351,0.000585351,0.000585351
36,191.904,0.46367,0.683,1.06889,0.86999,0.68908,0.83357,0.6871,0.50556,1.02848,1.06499,0.000553537,0.000553537,0.000553537
37,197.117,0.45673,0.66503,1.04295,0.81775,0.78326,0.84589,0.69367,0.48585,0.9406,1.03133,0.000521724,0.000521724,0.000521724
38,202.341,0.4688,0.69388,1.05501,0.71488,0.77604,0.8176,0.68416,0.48468,1.01998,1.03325,0.000489911,0.000489911,0.000489911
39,207.601,0.44505,0.63023,1.03559,0.72481,0.77454,0.82357,0.68049,0.47608,1.02449,1.03356,0.000458098,0.000458098,0.000458098
40,212.855,0.45594,0.68641,1.06036,0.85023,0.75107,0.8493,0.71015,0.48401,1.04149,1.05203,0.000426284,0.000426284,0.000426284
41,220.019,0.35957,0.59534,0.95643,0.88123,0.71827,0.8493,0.71804,0.483,1.01083,1.03318,0.000394471,0.000394471,0.000394471
42,225.276,0.35714,0.57427,0.95945,0.74861,0.74271,0.81273,0.69564,0.48305,1.09653,1.03069,0.000362658,0.000362658,0.000362658
43,230.428,0.34253,0.506,0.94487,0.80853,0.68826,0.77573,0.65356,0.49464,1.18025,1.05985,0.000330845,0.000330845,0.000330845
44,235.589,0.35023,0.54532,0.93986,0.78184,0.74792,0.80266,0.6646,0.49015,1.04519,1.06462,0.000299032,0.000299032,0.000299032
45,240.699,0.33055,0.50659,0.9459,0.74969,0.75284,0.81854,0.68846,0.48617,1.01912,1.06017,0.000267218,0.000267218,0.000267218
46,246.389,0.31895,0.45185,0.91318,0.71969,0.82292,0.83419,0.70165,0.49126,0.97887,1.06258,0.000235405,0.000235405,0.000235405
47,251.795,0.30018,0.43032,0.90828,0.77819,0.76875,0.84418,0.70412,0.48484,0.96375,1.06088,0.000203592,0.000203592,0.000203592
48,257.212,0.30226,0.40613,0.91471,0.79383,0.79737,0.84571,0.69812,0.47063,0.97039,1.05541,0.000171779,0.000171779,0.000171779
49,262.416,0.30371,0.4274,0.91469,0.80599,0.79037,0.84051,0.69598,0.45767,0.98407,1.04823,0.000139966,0.000139966,0.000139966
50,267.599,0.30416,0.41639,0.9183,0.79075,0.78333,0.83937,0.69966,0.44212,1.02851,1.02114,0.000108152,0.000108152,0.000108152
