epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
1,34.5304,0.47061,8.17302,0.65916,0.4362,0.71458,0.56617,0.44459,0.22204,0.95686,0.31433,0.00054889,0.00054889,0.00054889
2,68.73,0.24634,0.7341,0.34202,0.55961,0.72634,0.63177,0.47739,0.26818,0.84757,0.36972,0.00108265,0.00108265,0.00108265
3,103.196,0.2527,0.8416,0.34304,0.49295,0.49792,0.49286,0.34173,0.37954,0.99908,0.59346,0.00159437,0.00159437,0.00159437
4,137.108,0.23211,0.69076,0.29368,0.59941,0.75313,0.77112,0.61844,0.26214,0.73277,0.35068,0.00156781,0.00156781,0.00156781
5,172.053,0.24429,0.73504,0.30916,0.624,0.75693,0.7184,0.55288,0.27682,0.77761,0.42369,0.00153475,0.00153475,0.00153475
6,205.888,0.23326,0.6534,0.30855,0.63197,0.67689,0.69614,0.49356,0.32798,0.72784,0.47138,0.00150169,0.00150169,0.00150169
7,240.286,0.23439,0.66939,0.30126,0.75437,0.68447,0.75871,0.59866,0.28447,0.65816,0.38012,0.00146863,0.00146863,0.00146863
8,274.036,0.20492,0.57486,0.25481,0.79627,0.60493,0.72616,0.60409,0.24524,0.74862,0.37778,0.00143557,0.00143557,0.00143557
9,307.865,0.20618,0.62404,0.27536,0.67863,0.64218,0.67691,0.53408,0.25951,0.86096,0.35927,0.00140251,0.00140251,0.00140251
10,341.849,0.21331,0.62971,0.28728,0.77303,0.64792,0.751,0.57791,0.2719,0.69306,0.39001,0.00136944,0.00136944,0.00136944
11,375.479,0.21944,0.63232,0.28218,0.76016,0.67906,0.70306,0.54405,0.29481,0.65634,0.42874,0.00133638,0.00133638,0.00133638
12,408.863,0.21448,0.62453,0.28827,0.78592,0.7694,0.79044,0.64762,0.21788,0.67618,0.26773,0.00130332,0.00130332,0.00130332
13,442.841,0.21367,0.51914,0.2761,0.72783,0.75625,0.728,0.58478,0.26711,0.74493,0.35257,0.00127026,0.00127026,0.00127026
14,476.354,0.21329,0.50694,0.27454,0.71303,0.78911,0.76272,0.60348,0.2662,0.65256,0.35527,0.0012372,0.0012372,0.0012372
15,510.435,0.19352,0.514,0.23947,0.65108,0.76667,0.74438,0.60142,0.25775,0.74846,0.336,0.00120413,0.00120413,0.00120413
16,544.304,0.16575,0.47854,0.21037,0.75603,0.76409,0.81661,0.6899,0.21558,0.57987,0.29654,0.00117107,0.00117107,0.00117107
17,578.404,0.17816,0.41732,0.25004,0.81727,0.71665,0.7882,0.6778,0.21392,0.65003,0.30462,0.00113801,0.00113801,0.00113801
18,612.159,0.17397,0.42325,0.20363,0.80652,0.76234,0.81599,0.6965,0.21119,0.59734,0.28461,0.00110495,0.00110495,0.00110495
19,646.178,0.19138,0.4584,0.23653,0.76582,0.75554,0.81442,0.6836,0.21581,0.63179,0.27979,0.00107189,0.00107189,0.00107189
20,680.189,0.16047,0.41037,0.2143,0.77763,0.79271,0.82935,0.72725,0.17962,0.56248,0.24233,0.00103883,0.00103883,0.00103883
21,714.076,0.16014,0.3734,0.20278,0.85592,0.73125,0.83295,0.72429,0.19544,0.54909,0.26067,0.00100576,0.00100576,0.00100576
22,747.72,0.16283,0.38191,0.20712,0.80856,0.78037,0.83546,0.73223,0.19673,0.54769,0.28369,0.000972702,0.000972702,0.000972702
23,781.6,0.14404,0.38511,0.18555,0.80167,0.71992,0.8171,0.68902,0.20718,0.57183,0.30281,0.00093964,0.00093964,0.00093964
