epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
24,815.211,0.13792,0.36744,0.18472,0.76008,0.80208,0.83926,0.73042,0.19579,0.51258,0.25056,0.000906578,0.000906578,0.000906578
25,849.171,0.13917,0.35356,0.15718,0.82764,0.79159,0.8443,0.73955,0.18803,0.51477,0.26228,0.000873516,0.000873516,0.000873516
26,882.895,0.1354,0.30467,0.17041,0.75464,0.83565,0.84322,0.73571,0.18252,0.50896,0.26177,0.000840454,0.000840454,0.000840454
27,916.605,0.12402,0.31979,0.16471,0.82504,0.84811,0.87737,0.7465,0.18607,0.4578,0.24889,0.000807392,0.000807392,0.000807392
28,950.565,0.1238,0.29105,0.14823,0.79865,0.76845,0.8328,0.73277,0.18215,0.54689,0.22915,0.000774331,0.000774331,0.000774331
29,984.206,0.12378,0.28785,0.16038,0.77527,0.74896,0.80362,0.70483,0.17808,0.63504,0.21966,0.000741269,0.000741269,0.000741269
30,1018.05,0.12711,0.31284,0.16097,0.82691,0.7375,0.81513,0.70778,0.17852,0.62625,0.22629,0.000708207,0.000708207,0.000708207
31,1051.87,0.12162,0.29418,0.14783,0.74976,0.80145,0.80837,0.69968,0.18236,0.6808,0.23967,0.000675145,0.000675145,0.000675145
32,1086.01,0.1263,0.29206,0.16945,0.79888,0.78241,0.83196,0.72555,0.20556,0.61567,0.29964,0.000642083,0.000642083,0.000642083
33,1119.81,0.1194,0.31407,0.15919,0.71373,0.79375,0.8098,0.69875,0.19719,0.64608,0.2847,0.000609021,0.000609021,0.000609021
34,1154.26,0.12347,0.30791,0.15302,0.79206,0.8216,0.86752,0.76335,0.19191,0.50654,0.23903,0.00057596,0.00057596,0.00057596
35,1189.28,0.11448,0.28435,0.14563,0.81183,0.79896,0.85253,0.75067,0.18778,0.5038,0.22267,0.000542898,0.000542898,0.000542898
36,1223.72,0.1089,0.27714,0.12218,0.83243,0.74491,0.8377,0.75522,0.17409,0.51749,0.20419,0.000509836,0.000509836,0.000509836
37,1258.46,0.11807,0.24293,0.1456,0.78148,0.78963,0.82542,0.75541,0.16507,0.55771,0.18934,0.000476774,0.000476774,0.000476774
38,1292.92,0.10253,0.23525,0.13001,0.80868,0.78229,0.83511,0.73922,0.18033,0.57084,0.22047,0.000443712,0.000443712,0.000443712
39,1327.19,0.10537,0.21805,0.12104,0.80442,0.76676,0.84393,0.75047,0.18997,0.54363,0.26036,0.00041065,0.00041065,0.00041065
40,1361.57,0.09672,0.21424,0.11731,0.82065,0.80394,0.85438,0.7509,0.18723,0.52565,0.24646,0.000377589,0.000377589,0.000377589
41,1396.85,0.09091,0.20934,0.10336,0.79512,0.82074,0.85682,0.76843,0.17095,0.55088,0.24515,0.000344527,0.000344527,0.000344527
42,1431.29,0.09657,0.21127,0.11096,0.86533,0.80683,0.86138,0.77593,0.18412,0.54147,0.24262,0.000311465,0.000311465,0.000311465
43,1465.45,0.09005,0.20418,0.10129,0.89062,0.77521,0.86194,0.77906,0.17433,0.52349,0.23194,0.000278403,0.000278403,0.000278403
44,1499.57,0.08066,0.19292,0.09488,0.84727,0.79792,0.85559,0.77779,0.16828,0.52952,0.22258,0.000245341,0.000245341,0.000245341
45,1533.87,0.08586,0.20058,0.09713,0.83956,0.82675,0.86147,0.77388,0.17528,0.51865,0.23611,0.000212279,0.000212279,0.000212279
46,1567.46,0.08793,0.18304,0.09992,0.8408,0.80312,0.85674,0.77595,0.1688,0.5347,0.22298,0.000179218,0.000179218,0.000179218
47,1601.31,0.083,0.18127,0.10521,0.83425,0.79229,0.84751,0.77038,0.16909,0.58208,0.22281,0.000146156,0.000146156,0.000146156
48,1635.13,0.08279,0.18231,0.09375,0.83011,0.78629,0.84434,0.76778,0.16218,0.57494,0.20135,0.000113094,0.000113094,0.000113094
49,1668.81,0.08294,0.18273,0.1013,0.84264,0.78229,0.84676,0.76618,0.16187,0.57168,0.20126,8.00322e-05,8.00322e-05,8.00322e-05
50,1702.79,0.08357,0.19236,0.09846,0.84461,0.79271,0.84818,0.76893,0.1603,0.58207,0.19548,4.69703e-05,4.69703e-05,4.69703e-05
