epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,5.54804,0.43343,4.9792,0.00936,0.00412,0.95161,0.23943,0.20402,0.25578,8.4683,0.00814,0.0003334,0.0003334,0.0003334
2,10.7441,0.46669,4.3792,0.00998,0.00412,0.95161,0.25345,0.20939,0.3727,8.37934,0.01371,0.000670484,0.000670484,0.000670484
3,15.9501,0.48347,3.8655,0.0111,0.83881,0.11873,0.44543,0.36873,0.41263,7.84759,0.01521,0.000994265,0.000994265,0.000994265
4,21.0483,0.51245,3.40813,0.01213,0.65097,0.42012,0.53538,0.43477,0.53416,7.03337,0.02084,0.00130474,0.00130474,0.00130474
5,26.9083,0.56548,3.12889,0.01427,0.67243,0.48502,0.63331,0.43663,0.60801,6.21259,0.02516,0.00154031,0.00154031,0.00154031
6,32.0505,0.5851,2.70316,0.01373,0.62993,0.6202,0.67607,0.54694,0.49234,5.06796,0.01845,0.00150864,0.00150864,0.00150864
7,37.14,0.56172,2.54924,0.01364,0.61632,0.68702,0.67754,0.52148,0.62732,4.69889,0.02473,0.00147696,0.00147696,0.00147696
8,42.2448,0.58615,2.33261,0.0138,0.69441,0.73596,0.76628,0.5542,0.6492,3.92184,0.02626,0.00144529,0.00144529,0.00144529
9,47.4586,0.56313,2.14094,0.01375,0.61111,0.672,0.71834,0.54735,0.60439,3.53434,0.02284,0.00141362,0.00141362,0.00141362
10,52.9916,0.52842,1.90185,0.01193,0.74316,0.68779,0.75593,0.59471,0.55771,2.94575,0.02129,0.00138194,0.00138194,0.00138194
11,58.092,0.56004,1.71992,0.01295,0.66384,0.73502,0.71875,0.55756,0.57763,2.83781,0.02366,0.00135027,0.00135027,0.00135027
12,63.2251,0.5451,1.65556,0.01266,0.71795,0.77851,0.7932,0.61689,0.55788,2.43472,0.02185,0.0013186,0.0013186,0.0013186
13,68.3056,0.51788,1.44752,0.01216,0.79234,0.77957,0.82631,0.67458,0.53391,2.19911,0.0201,0.00128692,0.00128692,0.00128692
14,73.4275,0.53831,1.39645,0.01267,0.78562,0.78763,0.82263,0.64785,0.56228,2.06893,0.02151,0.00125525,0.00125525,0.00125525
15,78.7995,0.51521,1.27997,0.01184,0.80649,0.74594,0.81386,0.65906,0.50332,2.00059,0.01898,0.00122358,0.00122358,0.00122358
16,83.8036,0.48444,1.21765,0.01106,0.75102,0.73008,0.75269,0.6058,0.52231,1.97583,0.02068,0.00119191,0.00119191,0.00119191
17,88.7752,0.48972,1.14973,0.01196,0.82069,0.72465,0.81044,0.66401,0.50961,1.66705,0.01971,0.00116023,0.00116023,0.00116023
18,93.8152,0.46756,1.05397,0.01036,0.80695,0.74002,0.82488,0.69518,0.46367,1.54217,0.01809,0.00112856,0.00112856,0.00112856
19,98.8725,0.49753,1.07925,0.01116,0.84207,0.70776,0.83615,0.68776,0.50199,1.39487,0.01896,0.00109689,0.00109689,0.00109689
20,103.909,0.48555,1.00287,0.01154,0.82032,0.75922,0.83924,0.66532,0.51292,1.41683,0.01876,0.00106521,0.00106521,0.00106521
21,108.962,0.46175,0.90015,0.01092,0.84725,0.77573,0.8465,0.69946,0.4769,1.33174,0.01729,0.00103354,0.00103354,0.00103354
22,114.148,0.46291,0.92074,0.01099,0.89083,0.72696,0.84201,0.69368,0.4885,1.27213,0.01874,0.00100187,0.00100187,0.00100187
23,119.708,0.49117,0.95897,0.01088,0.79228,0.80307,0.83159,0.68084,0.5,1.37758,0.02007,0.000970194,0.000970194,0.000970194
24,124.821,0.47997,0.90476,0.0113,0.8151,0.77535,0.84032,0.70953,0.46007,1.17588,0.01639,0.000938521,0.000938521,0.000938521
25,129.922,0.45085,0.79726,0.01044,0.77609,0.80507,0.8412,0.70819,0.46822,1.16519,0.01726,0.000906848,0.000906848,0.000906848
26,135.046,0.4392,0.82649,0.00986,0.83468,0.75576,0.8451,0.69374,0.46918,1.20065,0.01854,0.000875175,0.000875175,0.000875175
27,140.374,0.43544,0.78033,0.00972,0.82813,0.79054,0.85517,0.71464,0.44299,1.17851,0.01637,0.000843502,0.000843502,0.000843502
28,145.466,0.43534,0.75756,0.00994,0.81528,0.83838,0.86107,0.7227,0.42468,1.13429,0.01596,0.000811829,0.000811829,0.000811829
29,150.462,0.4378,0.70338,0.00975,0.78475,0.83526,0.85207,0.71717,0.44953,1.04844,0.0165,0.000780156,0.000780156,0.000780156
