epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
1,36.6032,0.57733,8.99278,0.82208,0.3249,0.56982,0.32948,0.27042,0.272,1.44824,0.45445,0.00054889,0.00054889,0.00054889
2,70.7867,0.23112,0.79427,0.31131,0.52375,0.76047,0.59807,0.48755,0.25341,0.76487,0.38492,0.00108265,0.00108265,0.00108265
3,105.329,0.25224,0.78256,0.34056,0.44398,0.62624,0.55225,0.42835,0.38149,0.76875,0.52944,0.00159437,0.00159437,0.00159437
4,138.883,0.26047,0.84446,0.3604,0.32221,0.35711,0.23315,0.1579,nan,nan,nan,0.00156781,0.00156781,0.00156781
5,173.429,0.22998,0.74743,0.31009,0.59732,0.56441,0.5848,0.42601,nan,nan,nan,0.00153475,0.00153475,0.00153475
6,206.925,0.25102,0.73337,0.30755,0.62191,0.67591,0.65582,0.45608,0.39278,0.74847,0.56533,0.00150169,0.00150169,0.00150169
7,240.787,0.26232,0.71527,0.34669,0.61457,0.68921,0.64256,0.45844,0.3751,0.69119,0.59527,0.00146863,0.00146863,0.00146863
8,274.227,0.26741,0.69851,0.33544,0.76485,0.64374,0.69947,0.52915,0.29581,0.64757,0.50466,0.00143557,0.00143557,0.00143557
9,308.164,0.24857,0.6497,0.34292,0.69069,0.78257,0.77037,0.59763,0.2421,0.66908,0.3858,0.00140251,0.00140251,0.00140251
10,342.303,0.24762,0.72631,0.3329,0.49912,0.14144,0.13567,0.09498,nan,nan,nan,0.00136944,0.00136944,0.00136944
11,375.936,0.2622,0.7223,0.36193,0.79521,0.58778,0.6831,0.51914,0.30447,0.69759,0.49246,0.00133638,0.00133638,0.00133638
12,409.484,0.24601,0.63448,0.3235,0.7797,0.68083,0.73832,0.58382,0.23723,0.61453,0.37173,0.00130332,0.00130332,0.00130332
13,443.099,0.25249,0.62685,0.31017,0.64556,0.78939,0.73458,0.51779,0.32512,0.70745,0.54124,0.00127026,0.00127026,0.00127026
14,476.899,0.25467,0.68094,0.32378,0.5965,0.7745,0.6876,0.49625,0.28318,0.7374,0.53633,0.0012372,0.0012372,0.0012372
15,510.563,0.2554,0.60079,0.3285,0.55317,0.70965,0.63036,0.46473,0.29279,0.82593,0.46802,0.00120413,0.00120413,0.00120413
16,544.089,0.27916,0.71931,0.335,0.6288,0.63958,0.6154,0.44892,nan,nan,nan,0.00117107,0.00117107,0.00117107
17,577.614,0.21719,0.67581,0.29025,0.68501,0.64037,0.6962,0.56258,0.22011,0.75657,0.33315,0.00113801,0.00113801,0.00113801
18,611.082,0.22899,0.65091,0.30662,0.66235,0.68232,0.63102,0.50912,nan,nan,nan,0.00110495,0.00110495,0.00110495
19,644.917,0.23694,0.59851,0.31315,0.7228,0.73689,0.71087,0.56719,0.27998,0.66931,0.48648,0.00107189,0.00107189,0.00107189
20,678.17,0.21636,0.55762,0.28088,0.69613,0.75572,0.7755,0.61795,0.26303,0.58483,0.44575,0.00103883,0.00103883,0.00103883
21,712.119,0.21078,0.55385,0.25299,0.5017,0.76148,0.73437,0.57625,0.24903,0.94565,0.46348,0.00100576,0.00100576,0.00100576
22,745.541,0.19622,0.50336,0.24166,0.67397,0.74876,0.78675,0.65923,0.20416,0.60811,0.33966,0.000972702,0.000972702,0.000972702
23,779.465,0.19909,0.54702,0.26897,0.8235,0.7279,0.80508,0.65817,0.20734,0.61042,0.33122,0.00093964,0.00093964,0.00093964
24,813.291,0.19076,0.49539,0.25026,0.68232,0.80761,0.75612,0.63489,0.19759,0.65281,0.3286,0.000906578,0.000906578,0.000906578
25,846.721,0.17935,0.41666,0.22755,0.7706,0.7011,0.75857,0.60438,0.24538,0.62333,0.37113,0.000873516,0.000873516,0.000873516
26,880.21,0.18674,0.49358,0.24089,0.67078,0.77605,0.76284,0.6395,0.24479,0.63128,0.39015,0.000840454,0.000840454,0.000840454
27,913.641,0.17254,0.50944,0.23453,0.77203,0.73759,0.78166,0.65968,0.22223,0.59279,0.37467,0.000807392,0.000807392,0.000807392
28,947.307,0.17071,0.41958,0.22422,0.76159,0.80352,0.79753,0.67083,0.21753,0.55017,0.37681,0.000774331,0.000774331,0.000774331
29,981.318,0.15588,0.39518,0.19032,0.83987,0.75211,0.82187,0.69193,0.20705,0.50231,0.34301,0.000741269,0.000741269,0.000741269
30,1015.47,0.15328,0.41127,0.18769,0.78318,0.79529,0.8369,0.7297,0.18197,0.48829,0.28075,0.000708207,0.000708207,0.000708207
31,1049.87,0.15957,0.37799,0.2125,0.80401,0.73296,0.81588,0.72062,0.17917,0.53323,0.26328,0.000675145,0.000675145,0.000675145
32,1084.36,0.15289,0.38953,0.19036,0.70781,0.81793,0.81663,0.69299,0.20223,0.61434,0.32083,0.000642083,0.000642083,0.000642083
33,1118.8,0.14513,0.39455,0.19411,0.77538,0.69938,0.78878,0.68608,0.23017,0.63347,0.33076,0.000609021,0.000609021,0.000609021
34,1153.36,0.14504,0.37547,0.17636,0.74737,0.76954,0.80334,0.71947,0.21169,0.53834,0.32914,0.00057596,0.00057596,0.00057596
35,1187.66,0.14347,0.36738,0.18762,0.83219,0.77109,0.81381,0.69524,0.20641,0.5673,0.33706,0.000542898,0.000542898,0.000542898
36,1221.87,0.13997,0.32397,0.17413,0.83061,0.75471,0.81599,0.6886,0.20904,0.54528,0.35399,0.000509836,0.000509836,0.000509836
37,1256.16,0.13526,0.32277,0.16823,0.80377,0.79373,0.80961,0.69575,0.18992,0.55886,0.309,0.000476774,0.000476774,0.000476774
38,1290.23,0.12375,0.30612,0.1511,0.81379,0.77109,0.80487,0.704,0.19093,0.57598,0.29961,0.000443712,0.000443712,0.000443712
39,1324.56,0.12151,0.32147,0.14358,0.80044,0.79885,0.82337,0.71349,0.18951,0.57833,0.31255,0.00041065,0.00041065,0.00041065
40,1358.23,0.11918,0.30855,0.15145,0.82493,0.79387,0.82198,0.75243,0.19805,0.47009,0.30328,0.000377589,0.000377589,0.000377589
41,1393.55,0.12192,0.28633,0.14398,0.86487,0.83716,0.84941,0.7348,0.20292,0.47886,0.33935,0.000344527,0.000344527,0.000344527
42,1427.38,0.11499,0.28542,0.14172,0.8442,0.82398,0.84454,0.74082,0.1998,0.50804,0.33222,0.000311465,0.000311465,0.000311465
43,1461.27,0.10877,0.25739,0.13506,0.87242,0.80063,0.85799,0.75662,0.18542,0.49983,0.30908,0.000278403,0.000278403,0.000278403
44,1495.73,0.11189,0.24261,0.12791,0.83344,0.81901,0.85482,0.74841,0.19099,0.50351,0.32174,0.000245341,0.000245341,0.000245341
45,1529.48,0.10327,0.25093,0.12861,0.81552,0.85416,0.85586,0.74797,0.19171,0.49635,0.33097,0.000212279,0.000212279,0.000212279
46,1563.11,0.10702,0.23634,0.12561,0.85598,0.81978,0.86083,0.76305,0.18846,0.47367,0.31716,0.000179218,0.000179218,0.000179218
47,1597.17,0.1034,0.24153,0.11893,0.87092,0.81141,0.86167,0.78089,0.17346,0.48591,0.27842,0.000146156,0.000146156,0.000146156
48,1631.32,0.09599,0.22807,0.10675,0.83038,0.85311,0.86497,0.77571,0.17787,0.51235,0.31652,0.000113094,0.000113094,0.000113094
49,1665.27,0.10119,0.2224,0.1145,0.82306,0.82379,0.86038,0.76926,0.17642,0.51798,0.31269,8.00322e-05,8.00322e-05,8.00322e-05
50,1698.98,0.1036,0.22951,0.1147,0.82254,0.82521,0.85147,0.75968,0.177,0.53576,0.30254,4.69703e-05,4.69703e-05,4.69703e-05
