Iteration,PSO,GWO,WOA,ACO
1,0.9229893303067158,0.9027902926811762,0.9054037315248477,0.9082213459305182
2,0.9229893303067158,0.905756814251997,0.9054037315248477,0.9082213459305182
3,0.9229893303067158,0.905756814251997,0.9144450509830053,0.9082213459305182
4,0.9229893303067158,0.905756814251997,0.9144450509830053,0.9082213459305182
5,0.9236197206252357,0.905756814251997,0.9150162897064565,0.9163666897448952
