Optimizer,lr0,lrf,momentum,weight_decay,mosaic,box,Precision,Recall,mAP50,mAP50-95
Baseline,0.01,0.01,0.937,0.0005,1.0,7.5,0.8648,0.8146,0.8816,0.7688
PSO,0.008446857772108731,0.010714089749682807,0.9277265487819534,0.004474812545377879,0.7,5.6874346655404615,0.8611680734321576,0.8229407040926535,0.8848290199058052,0.7686985097344217
GWO,0.013362086333244266,0.03874950210176625,0.98,0.008383506073931136,0.8858958625529653,8.958174247919356,0.8538540171889688,0.8122737528647642,0.8817852917702401,0.761818422438183
WOA,0.00912874203294103,0.00912874203294103,0.98,0.00018257484065882057,1.0,9.128742032941028,0.8568058584290446,0.8320745000133678,0.8862590956018845,0.7686586674329468
ACO,0.005346067068075989,0.005312518741552081,0.8771935536883299,0.0001,0.8889025155194654,5.525180394217572,0.8392274779446742,0.8530134289393722,0.8913546929818313,0.7696416394627368
