epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,5.66056,0.64696,5.18201,1.12763,0.00706,0.8232,0.09427,0.05112,1.00842,8.12433,1.49029,0.0003334,0.0003334,0.0003334
2,11.1006,0.73347,4.53862,1.17064,0.00487,0.83716,0.257,0.18055,0.69543,7.57524,1.23872,0.000670164,0.000670164,0.000670164
3,16.5277,0.81293,3.93923,1.18092,0.00671,0.85515,0.26,0.14905,1.17624,7.86608,1.62432,0.000993299,0.000993299,0.000993299
4,22.0993,0.85534,3.72651,1.21029,0.19623,0.05667,0.1344,0.08027,1.19856,7.30635,1.7952,0.0013028,0.0013028,0.0013028
5,27.613,0.92183,3.27842,1.19367,0.27749,0.19785,0.18549,0.0864,1.20373,6.76142,1.67281,0.00153719,0.00153719,0.00153719
6,32.9123,0.96425,3.11965,1.26465,0.36814,0.18052,0.22859,0.11695,1.30991,6.14399,1.77437,0.00150474,0.00150474,0.00150474
7,38.1881,0.96337,2.94973,1.27788,0.5061,0.15447,0.22648,0.14846,1.37378,5.69105,1.81315,0.00147228,0.00147228,0.00147228
8,44.3709,0.96367,2.71567,1.29084,0.5131,0.47922,0.38714,0.2042,1.05252,4.61327,1.47889,0.00143983,0.00143983,0.00143983
9,49.773,0.89308,2.38466,1.215,0.53445,0.21929,0.16225,0.08516,1.46841,5.0269,1.78552,0.00140738,0.00140738,0.00140738
10,55.0621,0.90572,2.22746,1.2256,0.57133,0.44999,0.43787,0.26859,1.09197,3.97619,1.49442,0.00137493,0.00137493,0.00137493
11,60.3784,0.88905,2.04742,1.21796,0.40687,0.49007,0.44343,0.29801,0.96571,3.24715,1.42591,0.00134247,0.00134247,0.00134247
12,65.7272,0.86906,1.82424,1.18175,0.43463,0.44059,0.43104,0.28323,1.12509,3.1019,1.49828,0.00131002,0.00131002,0.00131002
13,70.9906,0.91702,1.82807,1.21482,0.53526,0.63772,0.56498,0.42299,0.93182,2.58402,1.30714,0.00127757,0.00127757,0.00127757
14,76.2309,0.89133,1.61926,1.16258,0.52005,0.52589,0.49823,0.35707,0.96923,2.83353,1.39149,0.00124512,0.00124512,0.00124512
15,81.5031,0.81801,1.48358,1.18106,0.73017,0.58778,0.67262,0.48203,0.97836,2.25083,1.39905,0.00121266,0.00121266,0.00121266
16,86.9759,0.84844,1.43933,1.19105,0.56908,0.5143,0.58266,0.40717,0.95845,2.35045,1.34807,0.00118021,0.00118021,0.00118021
17,92.5476,0.8149,1.40107,1.15495,0.78753,0.65578,0.74676,0.5724,0.82007,1.86538,1.22672,0.00114776,0.00114776,0.00114776
18,97.842,0.83579,1.32048,1.16574,0.77229,0.61824,0.699,0.51658,0.86915,1.74132,1.33263,0.0011153,0.0011153,0.0011153
