epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
27,895.546,0.17118,0.44202,0.22004,0.88867,0.85958,0.91255,0.79189,0.1741,0.48629,0.25909,0.000828243,0.000828243,0.000828243
28,928.405,0.149,0.39471,0.19298,0.91569,0.8536,0.90789,0.8037,0.16018,0.43067,0.25204,0.000795983,0.000795983,0.000795983
29,961.369,0.14574,0.38786,0.15892,0.85205,0.87428,0.89318,0.80071,0.15285,0.49023,0.22835,0.000763724,0.000763724,0.000763724
30,994.117,0.14068,0.36314,0.17022,0.88339,0.82706,0.89737,0.78899,0.17249,0.5369,0.28994,0.000731464,0.000731464,0.000731464
31,1027.5,0.14762,0.38037,0.18339,0.79964,0.8315,0.83841,0.73688,0.1736,0.59221,0.27863,0.000699204,0.000699204,0.000699204
32,1060.62,0.15205,0.38097,0.19395,0.82708,0.89776,0.90343,0.80558,0.14372,0.47284,0.20685,0.000666944,0.000666944,0.000666944
33,1093.64,0.12733,0.35684,0.14814,0.90302,0.82592,0.91778,0.83162,0.1473,0.42577,0.20935,0.000634684,0.000634684,0.000634684
34,1127.33,0.14492,0.31789,0.15757,0.84885,0.86697,0.90742,0.80821,0.16124,0.4323,0.23558,0.000602424,0.000602424,0.000602424
35,1160.43,0.12991,0.33196,0.1577,0.86296,0.8372,0.90506,0.81837,0.1529,0.45255,0.22254,0.000570164,0.000570164,0.000570164
36,1193.69,0.13518,0.31704,0.14982,0.84846,0.87097,0.9063,0.81811,0.1464,0.43862,0.21749,0.000537904,0.000537904,0.000537904
37,1226.52,0.11802,0.31082,0.12291,0.82573,0.87712,0.91106,0.82974,0.14892,0.4734,0.20419,0.000505645,0.000505645,0.000505645
38,1259.32,0.12316,0.28706,0.14599,0.9153,0.84501,0.90705,0.83326,0.14917,0.45443,0.2042,0.000473385,0.000473385,0.000473385
39,1292.56,0.11477,0.27685,0.1445,0.89813,0.81999,0.91717,0.82543,0.14878,0.43921,0.21033,0.000441125,0.000441125,0.000441125
40,1325.6,0.11939,0.27838,0.14049,0.89306,0.86697,0.91015,0.83323,0.13789,0.44257,0.20242,0.000408865,0.000408865,0.000408865
41,1359.52,0.10922,0.25786,0.12142,0.83652,0.87345,0.90858,0.82198,0.149,0.49018,0.22901,0.000376605,0.000376605,0.000376605
42,1392.63,0.10755,0.2803,0.13211,0.83838,0.85546,0.89292,0.81288,0.14226,0.4992,0.23367,0.000344345,0.000344345,0.000344345
43,1425.4,0.11209,0.26672,0.11946,0.91056,0.791,0.88818,0.81295,0.13708,0.5189,0.2152,0.000312085,0.000312085,0.000312085
44,1458.32,0.10961,0.24949,0.12603,0.88936,0.81972,0.89009,0.82091,0.14238,0.47041,0.20158,0.000279825,0.000279825,0.000279825
45,1491.74,0.09517,0.24744,0.11624,0.93617,0.8548,0.91794,0.84604,0.15179,0.38486,0.23756,0.000247566,0.000247566,0.000247566
46,1524.81,0.10612,0.22171,0.11637,0.90498,0.86608,0.92311,0.8489,0.13968,0.42549,0.19816,0.000215306,0.000215306,0.000215306
47,1558.07,0.09711,0.21047,0.10725,0.94091,0.86375,0.91914,0.83995,0.14336,0.4607,0.20827,0.000183046,0.000183046,0.000183046
48,1590.93,0.09245,0.23133,0.09852,0.94681,0.8684,0.92148,0.84065,0.1411,0.42421,0.19908,0.000150786,0.000150786,0.000150786
49,1623.8,0.09099,0.2202,0.10343,0.94049,0.86528,0.92036,0.83705,0.15499,0.40646,0.21419,0.000118526,0.000118526,0.000118526
50,1656.95,0.09432,0.20212,0.1048,0.93668,0.86528,0.9188,0.83887,0.14836,0.41473,0.20061,8.62661e-05,8.62661e-05,8.62661e-05
