epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
1,33.4145,0.49177,7.59971,0.65777,0.30218,0.82797,0.44846,0.4049,0.1361,1.00897,0.17053,0.00054889,0.00054889,0.00054889
2,66.988,0.2254,0.74434,0.28684,0.68237,0.63077,0.70967,0.51801,0.25902,0.96804,0.4432,0.00108318,0.00108318,0.00108318
3,100.037,0.36819,0.78512,0.43911,0.57786,0.60939,0.52363,0.41088,0.31086,0.90464,0.43254,0.00159597,0.00159597,0.00159597
4,132.917,0.28245,0.73238,0.40741,0.72214,0.58401,0.70443,0.56777,0.26772,0.81734,0.36119,0.00157022,0.00157022,0.00157022
5,166.552,0.26511,0.74375,0.31798,0.52627,0.70169,0.64638,0.50444,0.23755,0.89006,0.33903,0.00153796,0.00153796,0.00153796
6,199.481,0.25528,0.67076,0.31783,0.68673,0.72133,0.7255,0.57085,0.23203,0.71066,0.33533,0.0015057,0.0015057,0.0015057
7,232.687,0.24747,0.70182,0.33784,0.66806,0.74156,0.76594,0.62076,nan,nan,nan,0.00147344,0.00147344,0.00147344
8,265.955,0.24644,0.67208,0.30589,0.65041,0.7394,0.75764,0.59779,0.21087,0.76771,0.33244,0.00144118,0.00144118,0.00144118
9,298.977,0.2424,0.63111,0.30024,0.55282,0.59721,0.52009,0.39382,nan,nan,nan,0.00140892,0.00140892,0.00140892
10,332.645,0.24274,0.71467,0.32479,0.78039,0.71524,0.80895,0.6327,0.2014,0.74804,0.30873,0.00137666,0.00137666,0.00137666
11,366.184,0.23271,0.76896,0.30186,0.70998,0.7665,0.76301,0.62747,0.22267,0.66979,0.28934,0.0013444,0.0013444,0.0013444
12,399.182,0.24552,0.65679,0.33749,0.77078,0.71849,0.82128,0.67788,0.21141,0.61641,0.31334,0.00131214,0.00131214,0.00131214
13,432.458,0.22848,0.57684,0.28073,0.7384,0.69069,0.73743,0.62037,0.18298,0.75289,0.2778,0.00127988,0.00127988,0.00127988
14,465.341,0.20293,0.60536,0.26975,0.75049,0.82957,0.86623,0.72289,0.19123,0.57251,0.29805,0.00124762,0.00124762,0.00124762
15,498.965,0.23173,0.57897,0.30381,0.79654,0.74054,0.83544,0.68356,0.20056,0.59608,0.28208,0.00121536,0.00121536,0.00121536
16,531.819,0.19709,0.60608,0.23546,0.82898,0.69217,0.80561,0.68035,0.18963,0.63458,0.30917,0.0011831,0.0011831,0.0011831
17,564.733,0.203,0.53152,0.26192,0.7335,0.8315,0.82028,0.68788,0.20209,0.58287,0.29756,0.00115084,0.00115084,0.00115084
18,597.677,0.19926,0.57724,0.24848,0.74528,0.70601,0.78165,0.65585,0.19127,0.66092,0.28088,0.00111858,0.00111858,0.00111858
19,630.633,0.18875,0.60507,0.23056,0.74055,0.7012,0.77761,0.6671,0.21007,0.59837,0.33537,0.00108632,0.00108632,0.00108632
20,663.86,0.18503,0.53554,0.2454,0.83499,0.81727,0.85667,0.72151,0.21963,0.49539,0.3363,0.00105406,0.00105406,0.00105406
21,696.802,0.17885,0.43952,0.25624,0.78519,0.8372,0.87175,0.73734,0.21067,0.4766,0.34181,0.0010218,0.0010218,0.0010218
22,730.128,0.19913,0.52054,0.26769,0.80771,0.76212,0.76296,0.65728,0.18572,0.58671,0.26407,0.000989543,0.000989543,0.000989543
23,763.198,0.1914,0.48077,0.25952,0.85161,0.79419,0.87389,0.72753,0.21566,0.46032,0.34272,0.000957283,0.000957283,0.000957283
24,796.274,0.20372,0.50284,0.25312,0.79874,0.81834,0.83905,0.72969,0.18711,0.52559,0.30041,0.000925023,0.000925023,0.000925023
25,829.457,0.17127,0.45982,0.2189,0.85908,0.85595,0.89001,0.78629,0.17226,0.44245,0.26889,0.000892763,0.000892763,0.000892763
26,862.634,0.17108,0.42652,0.2078,0.87096,0.81023,0.90418,0.80568,0.15685,0.44044,0.21977,0.000860503,0.000860503,0.000860503
