epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
14,479.747,0.2449,0.62382,0.31726,0.80897,0.60121,0.72233,0.57466,0.29127,0.71483,0.43092,0.00125432,0.00125432,0.00125432
15,513.712,0.22505,0.72224,0.30121,0.73281,0.67667,0.73318,0.55491,0.30306,0.77897,0.48544,0.00122258,0.00122258,0.00122258
16,547.169,0.23165,0.75641,0.30744,0.78024,0.70092,0.78672,0.61604,0.28338,0.63951,0.42664,0.00119083,0.00119083,0.00119083
17,581.479,0.21673,0.58408,0.29125,0.72572,0.79337,0.79327,0.64171,0.27163,0.56321,0.39389,0.00115909,0.00115909,0.00115909
18,615.456,0.21686,0.6029,0.2878,0.76328,0.68419,0.74788,0.58386,0.29165,0.67137,0.45683,0.00112734,0.00112734,0.00112734
19,649.118,0.23394,0.62266,0.30572,0.78485,0.7753,0.80605,0.65539,0.2823,0.54903,0.36987,0.0010956,0.0010956,0.0010956
20,683.033,0.20738,0.56492,0.29174,0.79785,0.65883,0.76308,0.58389,0.30066,0.64934,0.45071,0.00106385,0.00106385,0.00106385
21,716.896,0.21413,0.56933,0.29144,0.80343,0.73358,0.79929,0.61442,0.35784,0.59526,0.52392,0.00103211,0.00103211,0.00103211
22,751.386,0.19449,0.53559,0.26225,0.84201,0.75787,0.81689,0.64319,nan,nan,nan,0.00100036,0.00100036,0.00100036
23,785.809,0.20975,0.56652,0.27705,0.75193,0.74473,0.79455,0.62988,0.27162,0.56379,0.40092,0.000968619,0.000968619,0.000968619
24,819.959,0.19258,0.52035,0.2706,0.80845,0.73226,0.77803,0.62648,0.29138,0.55057,0.44197,0.000936875,0.000936875,0.000936875
25,854.13,0.19095,0.44434,0.25527,0.80771,0.78502,0.86065,0.69256,0.28309,0.46457,0.40651,0.00090513,0.00090513,0.00090513
26,888.771,0.18364,0.4146,0.25095,0.85396,0.77015,0.85099,0.69955,0.24621,0.53521,0.35422,0.000873386,0.000873386,0.000873386
27,923.517,0.17408,0.4686,0.23769,0.87768,0.75917,0.84866,0.70146,0.26149,0.51689,0.38086,0.000841641,0.000841641,0.000841641
28,957.962,0.16311,0.44529,0.20454,0.84859,0.77665,0.83512,0.67099,0.25836,0.5313,0.38784,0.000809897,0.000809897,0.000809897
29,992.117,0.1549,0.45874,0.19679,0.75795,0.80105,0.82776,0.66924,0.26531,0.54915,0.39809,0.000778152,0.000778152,0.000778152
30,1025.91,0.17591,0.41953,0.21743,0.83497,0.78204,0.85838,0.7012,0.2604,0.48957,0.35081,0.000746407,0.000746407,0.000746407
31,1059.64,0.1654,0.38666,0.20314,0.88975,0.77666,0.82138,0.67019,0.29237,0.46672,0.43059,0.000714663,0.000714663,0.000714663
32,1093.48,0.16778,0.42722,0.22144,0.80833,0.80724,0.8601,0.703,0.25079,0.5497,0.35131,0.000682918,0.000682918,0.000682918
33,1127.89,0.15686,0.42665,0.19288,0.93767,0.80984,0.88388,0.74217,0.23984,0.44236,0.32724,0.000651174,0.000651174,0.000651174
34,1161.87,0.15271,0.36291,0.18531,0.90666,0.7906,0.88518,0.71965,0.24283,0.47538,0.33551,0.000619429,0.000619429,0.000619429
35,1195.48,0.13705,0.38342,0.17256,0.90515,0.81145,0.88084,0.75214,0.23216,0.39006,0.3307,0.000587685,0.000587685,0.000587685
36,1229.51,0.13438,0.32071,0.16123,0.83719,0.84728,0.87645,0.74558,0.23603,0.43789,0.32814,0.00055594,0.00055594,0.00055594
37,1263.42,0.13156,0.30218,0.14907,0.8779,0.76883,0.87049,0.72196,0.25533,0.455,0.38076,0.000524195,0.000524195,0.000524195
38,1297.07,0.11888,0.30178,0.13838,0.82668,0.86208,0.8737,0.71279,0.23362,0.49172,0.3293,0.000492451,0.000492451,0.000492451
39,1330.84,0.11681,0.31499,0.14355,0.88474,0.79116,0.85509,0.68852,0.2425,0.57159,0.36152,0.000460706,0.000460706,0.000460706
40,1364.54,0.12587,0.29622,0.14645,0.87968,0.80195,0.86846,0.72701,0.23753,0.43516,0.34429,0.000428962,0.000428962,0.000428962
41,1399.23,0.12023,0.28911,0.14449,0.84753,0.82562,0.87438,0.73547,0.23214,0.5007,0.33473,0.000397217,0.000397217,0.000397217
42,1433.8,0.12088,0.26407,0.16208,0.85545,0.81744,0.85992,0.73355,0.23614,0.46448,0.32866,0.000365473,0.000365473,0.000365473
43,1467.42,0.13128,0.23849,0.14794,0.86557,0.83042,0.85898,0.735,0.23305,0.48921,0.32957,0.000333728,0.000333728,0.000333728
44,1501.18,0.10845,0.25727,0.134,0.77902,0.83645,0.83943,0.7303,0.22231,0.54125,0.28816,0.000301983,0.000301983,0.000301983
45,1534.92,0.10774,0.23037,0.12636,0.79427,0.82928,0.85283,0.73321,0.21985,0.51386,0.2925,0.000270239,0.000270239,0.000270239
46,1568.62,0.11234,0.22322,0.12174,0.8538,0.80644,0.84704,0.71934,0.23075,0.56494,0.33449,0.000238494,0.000238494,0.000238494
47,1602.71,0.11273,0.23258,0.12352,0.87226,0.80394,0.86008,0.73277,0.22287,0.52476,0.30569,0.00020675,0.00020675,0.00020675
48,1636.37,0.10079,0.22516,0.12339,0.85037,0.8229,0.8597,0.73699,0.22561,0.47313,0.31868,0.000175005,0.000175005,0.000175005
49,1669.96,0.10268,0.21054,0.10819,0.83808,0.82658,0.84518,0.72251,0.23273,0.48819,0.33015,0.000143261,0.000143261,0.000143261
50,1703.71,0.09452,0.20961,0.10357,0.85908,0.79229,0.84728,0.7287,0.21537,0.53023,0.29055,0.000111516,0.000111516,0.000111516
