epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
18,599.419,0.16558,0.48004,0.22174,0.75495,0.7043,0.80136,0.71147,0.2165,0.63859,0.30696,0.00111722,0.00111722,0.00111722
19,632.972,0.16016,0.44987,0.20555,0.78054,0.75922,0.81572,0.71779,0.24578,0.5354,0.37719,0.00108488,0.00108488,0.00108488
20,666.129,0.16693,0.43938,0.20324,0.78229,0.80039,0.82702,0.73122,0.22947,0.47395,0.34462,0.00105254,0.00105254,0.00105254
21,699.255,0.17664,0.40324,0.23894,0.85688,0.77151,0.85679,0.72228,0.24715,0.51667,0.41458,0.0010202,0.0010202,0.0010202
22,732.129,0.16412,0.40635,0.19154,0.76669,0.84754,0.86892,0.72483,0.24595,0.51757,0.43397,0.000987855,0.000987855,0.000987855
23,765.026,0.15438,0.40646,0.17971,0.80908,0.83571,0.85106,0.74214,0.21619,0.54376,0.38291,0.000955515,0.000955515,0.000955515
24,798.491,0.15451,0.38321,0.18792,0.78778,0.81962,0.81507,0.68923,0.2517,0.61009,0.48221,0.000923175,0.000923175,0.000923175
25,831.398,0.14995,0.3642,0.18157,0.81936,0.80376,0.87195,0.74599,0.22565,0.58919,0.43782,0.000890834,0.000890834,0.000890834
26,864.591,0.13978,0.38484,0.15178,0.8249,0.80272,0.84005,0.69792,0.2661,0.56791,0.521,0.000858494,0.000858494,0.000858494
27,897.377,0.14438,0.37295,0.18558,0.84591,0.75696,0.84739,0.7596,0.18787,0.54606,0.30847,0.000826154,0.000826154,0.000826154
28,930.695,0.14193,0.38419,0.17451,0.77594,0.73963,0.80721,0.69344,0.26213,0.61711,0.46311,0.000793814,0.000793814,0.000793814
29,963.524,0.13373,0.35542,0.1821,0.82786,0.80722,0.82204,0.70618,0.23652,0.55673,0.41229,0.000761473,0.000761473,0.000761473
30,996.516,0.13026,0.3147,0.15583,0.83279,0.76939,0.82931,0.72421,0.22278,0.57901,0.36861,0.000729133,0.000729133,0.000729133
31,1029.41,0.13989,0.32923,0.15656,0.84837,0.75923,0.84665,0.75392,0.22225,0.49322,0.35519,0.000696793,0.000696793,0.000696793
32,1062.24,0.1331,0.31845,0.15454,0.84806,0.8026,0.86999,0.77506,0.20693,0.54368,0.33053,0.000664453,0.000664453,0.000664453
33,1095.56,0.13584,0.31129,0.14215,0.86208,0.81528,0.87884,0.77863,0.1949,0.57454,0.32604,0.000632112,0.000632112,0.000632112
34,1129.21,0.12776,0.31237,0.1531,0.82202,0.81144,0.84371,0.7587,0.20264,0.54983,0.32983,0.000599772,0.000599772,0.000599772
35,1162.36,0.12307,0.28261,0.13877,0.84019,0.81129,0.84099,0.74546,0.19917,0.53397,0.31579,0.000567432,0.000567432,0.000567432
36,1195.29,0.12138,0.28698,0.13026,0.84581,0.84012,0.87057,0.79185,0.19851,0.49913,0.30384,0.000535092,0.000535092,0.000535092
37,1228.51,0.11412,0.30106,0.14097,0.88596,0.77692,0.88439,0.80691,0.21591,0.44411,0.3022,0.000502751,0.000502751,0.000502751
38,1261.79,0.11242,0.25382,0.12332,0.82861,0.79109,0.85272,0.77778,0.21681,0.47733,0.31221,0.000470411,0.000470411,0.000470411
39,1294.85,0.1143,0.24247,0.12529,0.85253,0.82248,0.88302,0.79114,0.207,0.41269,0.35751,0.000438071,0.000438071,0.000438071
40,1328.14,0.11127,0.24778,0.11987,0.84179,0.85366,0.87964,0.78095,0.20248,0.46403,0.31778,0.000405731,0.000405731,0.000405731
41,1362.14,0.1048,0.214,0.11317,0.84054,0.81567,0.86979,0.76973,0.21194,0.53336,0.36238,0.00037339,0.00037339,0.00037339
42,1395.43,0.10998,0.22017,0.12021,0.87644,0.76767,0.86881,0.77986,0.19516,0.5132,0.31043,0.00034105,0.00034105,0.00034105
43,1428.47,0.10303,0.21919,0.12205,0.80625,0.79484,0.83473,0.7453,0.20729,0.56363,0.35068,0.00030871,0.00030871,0.00030871
44,1462.17,0.1006,0.2379,0.10392,0.86487,0.81759,0.87809,0.77476,0.21004,0.51889,0.32776,0.00027637,0.00027637,0.00027637
45,1496.36,0.0973,0.22203,0.09681,0.8401,0.83534,0.88923,0.79463,0.20602,0.47107,0.31237,0.00024403,0.00024403,0.00024403
46,1529.96,0.09405,0.21124,0.09986,0.8395,0.81724,0.86786,0.77675,0.20988,0.46788,0.32817,0.000211689,0.000211689,0.000211689
47,1563.83,0.08602,0.22239,0.09784,0.85513,0.82064,0.87473,0.79447,0.18667,0.48268,0.31908,0.000179349,0.000179349,0.000179349
48,1597.61,0.08882,0.19159,0.09325,0.86214,0.81951,0.88732,0.80149,0.18887,0.4671,0.31983,0.000147009,0.000147009,0.000147009
49,1630.7,0.09288,0.18673,0.09382,0.87058,0.81144,0.88121,0.79368,0.19182,0.49586,0.33347,0.000114669,0.000114669,0.000114669
50,1664.14,0.09469,0.19276,0.09919,0.8726,0.81144,0.88365,0.79394,0.19336,0.46608,0.33392,8.23283e-05,8.23283e-05,8.23283e-05
