epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
1,33.5642,0.61648,7.49575,0.81313,0.27803,0.58123,0.3326,0.29492,0.16594,1.14684,0.22883,0.00054889,0.00054889,0.00054889
2,67.3997,0.22416,0.7673,0.29074,0.73934,0.77535,0.82276,0.65312,0.22994,0.58441,0.40554,0.00108313,0.00108313,0.00108313
3,100.957,0.24439,0.68225,0.31021,0.65332,0.73118,0.72845,0.5451,0.30714,0.70738,0.58892,0.00159581,0.00159581,0.00159581
4,134.327,0.25939,0.67749,0.34281,0.66523,0.69816,0.74917,0.57747,0.29924,0.88896,0.55459,0.00156998,0.00156998,0.00156998
5,167.949,0.29122,0.7354,0.41585,0.71375,0.70567,0.74053,0.53671,0.30337,0.78145,0.57601,0.00153764,0.00153764,0.00153764
6,201.245,0.24672,0.76024,0.32181,0.66678,0.67934,0.74481,0.5889,0.25391,0.81103,0.45706,0.0015053,0.0015053,0.0015053
7,234.552,0.27265,0.66015,0.32052,0.74906,0.65867,0.763,0.6143,0.21716,0.74305,0.34441,0.00147296,0.00147296,0.00147296
8,267.931,0.27565,0.68783,0.33386,0.70131,0.7205,0.76651,0.5759,0.26484,0.83864,0.49167,0.00144062,0.00144062,0.00144062
9,301.098,0.23147,0.64219,0.30064,0.58172,0.75877,0.71,0.5765,0.23658,0.75505,0.42005,0.00140828,0.00140828,0.00140828
10,334.626,0.24008,0.62844,0.30378,0.70385,0.81528,0.80128,0.64099,0.26163,0.61423,0.39736,0.00137594,0.00137594,0.00137594
11,367.824,0.22884,0.58512,0.28048,0.82677,0.72766,0.81473,0.68202,0.23559,0.60293,0.35342,0.0013436,0.0013436,0.0013436
12,401.075,0.24357,0.56952,0.3099,0.77313,0.73195,0.84234,0.68714,0.25717,0.55631,0.45851,0.00131126,0.00131126,0.00131126
13,434.248,0.225,0.49891,0.27827,0.77749,0.76768,0.79171,0.63708,0.28085,0.58545,0.48698,0.00127892,0.00127892,0.00127892
14,467.382,0.22017,0.46881,0.24599,0.7769,0.82335,0.83814,0.69443,0.23491,0.57163,0.41159,0.00124658,0.00124658,0.00124658
15,500.696,0.21437,0.52482,0.28143,0.79472,0.7477,0.80917,0.66318,0.26326,0.61692,0.42019,0.00121424,0.00121424,0.00121424
16,533.612,0.18703,0.50017,0.23813,0.76139,0.72447,0.77824,0.66859,0.22512,0.60316,0.3673,0.0011819,0.0011819,0.0011819
17,566.505,0.19345,0.46533,0.22796,0.8127,0.73656,0.82594,0.68956,0.24124,0.66621,0.40241,0.00114956,0.00114956,0.00114956
