Optimizer,lr0,lrf,momentum,weight_decay,mosaic,box,Precision,Recall,mAP50,mAP50-95
Baseline,0.01,0.01,0.937,0.0005,1.0,7.5,0.8491682729414229,0.8155229672830666,0.873766245293881,0.7827939393719243
PSO,0.012159858534706688,0.04509306518702035,0.9158786792341043,0.0056762626586091824,0.7187246080264038,10.0,0.8443079762779414,0.8009516561421549,0.8660784138320035,0.7636211892922921
GWO,0.025,0.05,0.85,0.003949483401323805,0.999122850714763,5.0,0.8784284601731664,0.8231851674311381,0.8766891568407257,0.7838072051384024
WOA,0.014202523493284257,0.029728696291560684,0.9779490925759714,0.003306107610758926,0.9679818244591156,9.843047470632225,0.866308296916802,0.8054991571472037,0.869935662323214,0.7795796190087583
ACO,0.014836224535528068,0.005,0.9581920490295469,0.0018158057962191637,0.7056925954866293,5.404980949933613,0.825069331871082,0.8138417887096377,0.8576163305007901,0.7618597752760653
