Iteration,PSO,GWO,WOA,ACO
1,0.8751939925841068,0.8863823254262181,0.8736597812719882,0.8907275386935257
2,0.8790893637476106,0.8863823254262181,0.8736597812719882,0.8907275386935257
3,0.9007764087875072,0.8863823254262181,0.8736597812719882,0.8907275386935257
4,0.9007764087875072,0.8863823254262181,0.8853309051650842,0.8907275386935257
5,0.9007764087875072,0.8863823254262181,0.8853309051650842,0.8907275386935257
