epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,4.46793,0.59031,2.56495,1.14649,0.51934,0.1694,0.32354,0.23545,0.58763,3.06854,1.16106,0.0003334,0.0003334,0.0003334
2,8.52507,0.59672,1.66432,1.15601,0.53483,0.60151,0.57304,0.375,0.75455,2.60688,1.38852,0.000670224,0.000670224,0.000670224
3,12.5576,0.64621,1.61938,1.20162,0.70641,0.52956,0.55238,0.3206,0.89319,2.69976,1.61842,0.000993477,0.000993477,0.000993477
4,16.5166,0.65389,1.58518,1.18924,0.38787,0.37515,0.36016,0.20686,1.03073,2.95887,1.65037,0.00130316,0.00130316,0.00130316
5,20.4057,0.68466,1.56154,1.22822,0.51143,0.54814,0.5713,0.30176,1.13143,2.50587,1.90449,0.00153777,0.00153777,0.00153777
6,24.2788,0.68709,1.39198,1.20355,0.73869,0.56777,0.67264,0.46233,0.94211,2.04111,1.66877,0.00150546,0.00150546,0.00150546
7,28.2443,0.67974,1.35995,1.22012,0.53488,0.31762,0.35793,0.14711,1.27573,3.47363,2.43834,0.00147315,0.00147315,0.00147315
8,32.1506,0.68757,1.28322,1.23128,0.6615,0.63961,0.64107,0.46988,0.82691,1.85094,1.4542,0.00144084,0.00144084,0.00144084
9,36.1203,0.64247,1.18704,1.18408,0.54711,0.58117,0.50446,0.34329,0.89945,2.13571,1.53601,0.00140853,0.00140853,0.00140853
10,40.0067,0.65979,1.20116,1.20349,0.68569,0.68011,0.71101,0.48918,0.86363,1.57677,1.49508,0.00137622,0.00137622,0.00137622
11,43.9587,0.63084,1.16377,1.18064,0.63206,0.62775,0.68144,0.47675,0.81908,1.72732,1.43453,0.00134391,0.00134391,0.00134391
12,47.9022,0.57611,1.0713,1.13389,0.74285,0.63712,0.71528,0.49527,0.78871,1.63684,1.42279,0.00131161,0.00131161,0.00131161
