epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
18,598.125,0.18713,0.4378,0.23532,0.80616,0.69107,0.81209,0.68168,0.26667,0.54033,0.42233,0.00111858,0.00111858,0.00111858
19,631.186,0.18005,0.43864,0.22326,0.78512,0.75186,0.80913,0.70522,0.19846,0.58162,0.30591,0.00108632,0.00108632,0.00108632
20,664.387,0.1621,0.41405,0.20524,0.732,0.81373,0.81515,0.69405,0.19948,0.58276,0.32228,0.00105406,0.00105406,0.00105406
21,697.039,0.16063,0.36338,0.20512,0.70318,0.78015,0.77485,0.62913,0.21325,0.62131,0.37792,0.0010218,0.0010218,0.0010218
22,729.809,0.15674,0.37394,0.18595,0.70955,0.73728,0.7674,0.65256,0.19803,0.67953,0.33136,0.000989543,0.000989543,0.000989543
23,762.589,0.17161,0.41295,0.21891,0.76102,0.76533,0.81821,0.71047,0.18656,0.55236,0.2763,0.000957283,0.000957283,0.000957283
24,795.89,0.15857,0.3893,0.19533,0.76603,0.77482,0.82748,0.72371,0.18418,0.51466,0.29545,0.000925023,0.000925023,0.000925023
25,828.983,0.14329,0.36014,0.17388,0.75618,0.76857,0.81465,0.71364,0.17759,0.61501,0.30825,0.000892763,0.000892763,0.000892763
26,861.863,0.15286,0.41819,0.19111,0.77507,0.74824,0.80013,0.685,0.21232,0.56313,0.34786,0.000860503,0.000860503,0.000860503
27,894.441,0.13898,0.36063,0.18637,0.78223,0.80247,0.82882,0.70871,0.19639,0.55972,0.31006,0.000828243,0.000828243,0.000828243
28,927.22,0.14954,0.34939,0.19406,0.7924,0.75838,0.81021,0.68455,0.21252,0.60663,0.35658,0.000795983,0.000795983,0.000795983
29,959.985,0.13278,0.32123,0.15615,0.76918,0.79373,0.82843,0.72087,0.20315,0.57454,0.34764,0.000763724,0.000763724,0.000763724
30,992.9,0.13051,0.32575,0.15148,0.87925,0.75307,0.86743,0.7588,0.17579,0.53065,0.29334,0.000731464,0.000731464,0.000731464
31,1025.89,0.13305,0.31294,0.1686,0.85348,0.79218,0.84968,0.7219,0.19117,0.57646,0.3361,0.000699204,0.000699204,0.000699204
32,1058.61,0.13724,0.32782,0.16073,0.82874,0.78329,0.87114,0.76805,0.17138,0.5034,0.29483,0.000666944,0.000666944,0.000666944
33,1091.76,0.12467,0.27565,0.14318,0.84653,0.80057,0.87897,0.79233,0.17116,0.46012,0.2762,0.000634684,0.000634684,0.000634684
34,1124.98,0.1235,0.28969,0.14936,0.82766,0.78932,0.87188,0.7812,0.1794,0.45616,0.27437,0.000602424,0.000602424,0.000602424
35,1157.98,0.1141,0.24191,0.13557,0.80872,0.79063,0.85696,0.76478,0.19379,0.50433,0.2773,0.000570164,0.000570164,0.000570164
36,1190.65,0.11428,0.23754,0.14108,0.81813,0.79063,0.86465,0.76856,0.17566,0.51041,0.26223,0.000537904,0.000537904,0.000537904
37,1223.48,0.11675,0.25726,0.14362,0.78627,0.79451,0.84817,0.75368,0.16555,0.55747,0.27497,0.000505645,0.000505645,0.000505645
38,1256.15,0.10419,0.25175,0.12749,0.87826,0.73546,0.85182,0.75923,0.1581,0.51542,0.26484,0.000473385,0.000473385,0.000473385
39,1288.9,0.10468,0.24614,0.12974,0.80293,0.75682,0.84668,0.75338,0.16624,0.60746,0.28053,0.000441125,0.000441125,0.000441125
40,1321.95,0.10219,0.2537,0.12148,0.73486,0.81141,0.84786,0.7607,0.16236,0.51896,0.26385,0.000408865,0.000408865,0.000408865
41,1355.61,0.10184,0.23105,0.12002,0.83809,0.82444,0.87064,0.76894,0.18163,0.48688,0.31005,0.000376605,0.000376605,0.000376605
42,1388.62,0.10253,0.22259,0.12484,0.82474,0.84212,0.88497,0.79633,0.16296,0.46692,0.26258,0.000344345,0.000344345,0.000344345
43,1421.72,0.0933,0.20433,0.10912,0.82844,0.82296,0.87606,0.79098,0.16604,0.49251,0.26263,0.000312085,0.000312085,0.000312085
44,1454.46,0.09489,0.19234,0.10417,0.83,0.83761,0.88614,0.78466,0.16748,0.49875,0.28234,0.000279825,0.000279825,0.000279825
45,1487.17,0.08504,0.19553,0.09806,0.85167,0.7913,0.87472,0.77557,0.16897,0.53104,0.2867,0.000247566,0.000247566,0.000247566
46,1520.45,0.09101,0.19358,0.10661,0.83876,0.79063,0.85101,0.75629,0.16375,0.56315,0.26029,0.000215306,0.000215306,0.000215306
47,1553.11,0.08984,0.18965,0.09993,0.87653,0.78257,0.85043,0.75741,0.16076,0.54528,0.25865,0.000183046,0.000183046,0.000183046
48,1585.91,0.08338,0.19642,0.09018,0.87718,0.79549,0.86042,0.76949,0.16247,0.54279,0.26257,0.000150786,0.000150786,0.000150786
49,1618.55,0.08493,0.18726,0.09459,0.90133,0.74682,0.86179,0.77947,0.15717,0.53921,0.25113,0.000118526,0.000118526,0.000118526
50,1651.32,0.08778,0.19074,0.09489,0.89062,0.75326,0.86423,0.78258,0.15605,0.50249,0.23361,8.62661e-05,8.62661e-05,8.62661e-05
