Iteration,PSO,GWO,WOA,ACO
1,0.8608906870488388,0.852671114999744,0.8656999903093099,0.8558269847993502
2,0.8608906870488388,0.857794991500572,0.8656999903093099,0.8558269847993502
3,0.8608906870488388,0.857794991500572,0.8656999903093099,0.8558269847993502
4,0.8608906870488388,0.8699336903235213,0.8656999903093099,0.8781640710481831
5,0.8608906870488388,0.8699336903235213,0.8656999903093099,0.8784821343817599
