Iteration,PSO,GWO,WOA,ACO
1,0.9103751650498143,0.9031749553437738,0.9025693522906739,0.9129792042633091
2,0.9106128223278388,0.9121708041501246,0.9125210526186063,0.9129792042633091
3,0.9106128223278388,0.9121708041501246,0.9125210526186063,0.9196106411382827
4,0.9106128223278388,0.9121708041501246,0.9125210526186063,0.9196106411382827
5,0.9106128223278388,0.9121708041501246,0.9125210526186063,0.9196106411382827
