Optimizer,lr0,lrf,momentum,weight_decay,mosaic,box,Precision,Recall,mAP50,mAP50-95
Baseline,0.01,0.01,0.937,0.0005,1.0,7.5,0.851,0.8504,0.8962,0.78
PSO,0.017141478376549675,0.005,0.8747061655723177,0.004781890640282928,0.8273159039941892,5.845232311974222,0.8472832533211744,0.8461969057688294,0.8937453766728692,0.7724975544478019
GWO,0.025,0.034350454909315216,0.98,0.004949533045244591,1.0,6.600953366927695,0.8750205296211,0.8059692417528241,0.8905758174713231,0.7749790955282878
WOA,0.015303766054354939,0.024852637658416527,0.98,0.00714779576033432,1.0,10.0,0.8474475134896128,0.8235976737196197,0.8830991084269446,0.7508622811567538
ACO,0.019965415111349503,0.030938655532328958,0.8757864111306367,0.006897064082989429,0.7847360438491938,5.935554408762981,0.8649168575324214,0.8358087470615473,0.8928934118666154,0.7689437476659109
