epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,9.05696,0.53963,2.46057,1.14726,0.56046,0.61076,0.55485,0.44795,0.47594,2.61412,1.09846,0.0003334,0.0003334,0.0003334
2,16.6411,0.56178,1.61976,1.17069,0.70093,0.42262,0.60296,0.43824,0.64163,2.52953,1.31356,0.000670184,0.000670184,0.000670184
3,24.2159,0.58174,1.47493,1.19886,0.67139,0.69907,0.72283,0.55062,0.70491,2.28973,1.31364,0.000993358,0.000993358,0.000993358
4,31.6073,0.64575,1.50333,1.25927,0.46349,0.51905,0.47083,0.28518,0.7798,2.69406,1.5968,0.00130292,0.00130292,0.00130292
5,39.0899,0.64764,1.44202,1.25103,0.60778,0.67046,0.70718,0.54363,0.60224,2.42272,1.29651,0.00153738,0.00153738,0.00153738
6,46.273,0.64777,1.36994,1.26067,0.83587,0.61794,0.74384,0.51006,0.72125,1.79678,1.35875,0.00150498,0.00150498,0.00150498
7,53.3999,0.62463,1.29948,1.24795,0.45283,0.614,0.54203,0.3913,0.70941,2.09408,1.39537,0.00147257,0.00147257,0.00147257
8,61.3765,0.62138,1.22211,1.23278,0.83261,0.70132,0.78558,0.58808,0.63788,1.60904,1.26878,0.00144017,0.00144017,0.00144017
9,68.6437,0.61864,1.21313,1.20917,0.78586,0.61999,0.69997,0.50194,0.62559,1.6947,1.3111,0.00140776,0.00140776,0.00140776
10,76.0906,0.62482,1.17884,1.21179,0.56345,0.66029,0.6373,0.41959,0.71512,2.13484,1.38547,0.00137536,0.00137536,0.00137536
11,83.2641,0.5785,1.09061,1.18897,0.66657,0.74216,0.73919,0.57957,0.56221,1.4678,1.21141,0.00134295,0.00134295,0.00134295
12,90.3225,0.56474,1.019,1.16342,0.75727,0.73702,0.81795,0.66416,0.50793,1.34853,1.14692,0.00131055,0.00131055,0.00131055
13,97.482,0.5825,1.00514,1.17577,0.75733,0.68617,0.79972,0.65002,0.50319,1.46607,1.09986,0.00127814,0.00127814,0.00127814
14,104.744,0.54527,0.96154,1.15172,0.70234,0.835,0.83111,0.65788,0.57502,1.13782,1.25485,0.00124574,0.00124574,0.00124574
15,111.809,0.52681,0.8897,1.13068,0.82502,0.70954,0.80048,0.66497,0.51704,1.23258,1.18357,0.00121333,0.00121333,0.00121333
16,119.031,0.55589,0.91254,1.14153,0.87486,0.75118,0.83886,0.68147,0.5462,1.14441,1.17801,0.00118093,0.00118093,0.00118093
17,126.916,0.52456,0.93909,1.13947,0.80638,0.7526,0.79693,0.66289,0.49802,1.09014,1.1585,0.00114853,0.00114853,0.00114853
18,134.413,0.52055,0.88729,1.14072,0.7328,0.80837,0.82142,0.6761,0.47451,1.15482,1.07689,0.00111612,0.00111612,0.00111612
19,141.274,0.53202,0.84717,1.12805,0.82341,0.82973,0.88611,0.75575,0.43021,0.90706,1.05644,0.00108372,0.00108372,0.00108372
20,148.509,0.50756,0.77627,1.10003,0.87567,0.77172,0.86023,0.72218,0.46394,0.97158,1.06007,0.00105131,0.00105131,0.00105131
21,155.489,0.50248,0.76618,1.12957,0.89265,0.82011,0.87054,0.76252,0.39983,0.92557,1.03123,0.00101891,0.00101891,0.00101891
22,162.757,0.47815,0.76651,1.10354,0.83883,0.80101,0.87534,0.74537,0.44057,0.91335,1.06705,0.000986502,0.000986502,0.000986502
23,170.081,0.49968,0.74937,1.11062,0.84735,0.86979,0.87378,0.74993,0.44298,0.86742,1.07839,0.000954097,0.000954097,0.000954097
24,177.058,0.47594,0.72804,1.09478,0.90953,0.87184,0.89921,0.77018,0.44711,0.81887,1.08382,0.000921693,0.000921693,0.000921693
25,184.01,0.46557,0.72898,1.09392,0.78651,0.83047,0.84654,0.72454,0.43629,0.85329,1.08612,0.000889288,0.000889288,0.000889288
26,191.606,0.47108,0.72132,1.10251,0.78789,0.83111,0.84742,0.72189,0.42847,1.01302,1.04869,0.000856883,0.000856883,0.000856883
27,199.452,0.45997,0.70619,1.06718,0.78409,0.85372,0.87657,0.72768,0.47949,0.80619,1.06952,0.000824479,0.000824479,0.000824479
28,206.459,0.45599,0.66977,1.09325,0.79487,0.82725,0.88565,0.72813,0.50373,0.84732,1.20019,0.000792074,0.000792074,0.000792074
29,213.34,0.44852,0.64998,1.09103,0.849,0.81977,0.89899,0.78834,0.41808,0.78929,1.00724,0.000759669,0.000759669,0.000759669
30,220.304,0.45961,0.65725,1.05967,0.85366,0.77831,0.88035,0.7266,0.54587,0.84405,1.24739,0.000727265,0.000727265,0.000727265
31,227.46,0.43835,0.64222,1.05357,0.90392,0.79419,0.88661,0.75835,0.42686,0.76238,1.02943,0.00069486,0.00069486,0.00069486
32,234.952,0.46122,0.65522,1.09754,0.87418,0.82404,0.87828,0.76051,0.39137,0.72871,0.99744,0.000662455,0.000662455,0.000662455
33,242.118,0.42047,0.63527,1.04744,0.92331,0.78496,0.88311,0.77301,0.40766,0.70172,1.02608,0.000630051,0.000630051,0.000630051
34,249.184,0.40978,0.58399,1.03877,0.93951,0.81651,0.8986,0.79656,0.37427,0.72283,0.98531,0.000597646,0.000597646,0.000597646
35,256.155,0.39867,0.57127,1.03533,0.88461,0.85389,0.88323,0.77654,0.38158,0.74313,1.00364,0.000565241,0.000565241,0.000565241
36,264.643,0.41206,0.59987,1.04746,0.86955,0.82069,0.89112,0.79369,0.38962,0.72582,0.99051,0.000532837,0.000532837,0.000532837
37,271.619,0.41616,0.56579,1.04751,0.90708,0.81642,0.89904,0.80943,0.37364,0.68142,0.95697,0.000500432,0.000500432,0.000500432
38,278.659,0.4001,0.55928,1.02637,0.87389,0.84167,0.88683,0.78783,0.37894,0.72704,0.97324,0.000468027,0.000468027,0.000468027
39,285.784,0.38974,0.52604,1.02149,0.90322,0.85035,0.90665,0.80829,0.37873,0.66378,1.00701,0.000435623,0.000435623,0.000435623
40,293.336,0.38664,0.5491,1.04299,0.87547,0.88639,0.91474,0.83486,0.34896,0.60088,0.9679,0.000403218,0.000403218,0.000403218
41,303.047,0.31778,0.53714,0.94734,0.87188,0.85298,0.90745,0.82934,0.37543,0.6957,1.01003,0.000370813,0.000370813,0.000370813
42,310.043,0.30094,0.41816,0.93802,0.92699,0.82827,0.90118,0.81161,0.3492,0.68835,0.96457,0.000338409,0.000338409,0.000338409
