epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,5.62867,0.68783,5.14905,0.00985,0.00467,0.87813,0.21345,0.16514,0.4473,6.91409,0.00815,0.0003334,0.0003334,0.0003334
2,10.9289,0.66915,4.57564,0.01052,0.0048,0.89896,0.20967,0.17806,0.52002,6.69338,0.00941,0.000669937,0.000669937,0.000669937
3,16.0879,0.76708,4.00592,0.01243,0.75293,0.07301,0.31523,0.24638,0.66333,6.41233,0.01188,0.000992612,0.000992612,0.000992612
4,21.1866,0.76768,3.51545,0.01188,0.51005,0.39896,0.45514,0.34828,0.8352,5.6638,0.01705,0.00130142,0.00130142,0.00130142
5,27.0763,0.87588,3.22169,0.01442,0.62396,0.52208,0.60679,0.43363,0.85359,4.92163,0.0178,0.00153497,0.00153497,0.00153497
6,32.2235,0.8548,2.83981,0.01443,0.63493,0.66458,0.6372,0.49106,0.80703,4.21441,0.0158,0.00150197,0.00150197,0.00150197
7,37.3715,0.81843,2.59531,0.01374,0.57945,0.62447,0.57814,0.43898,0.86579,3.85442,0.01824,0.00146896,0.00146896,0.00146896
8,42.5494,0.78623,2.25953,0.01351,0.61991,0.69037,0.63471,0.47707,0.87695,3.28,0.01895,0.00143595,0.00143595,0.00143595
9,47.6607,0.84337,2.18143,0.0133,0.66471,0.68453,0.71553,0.54967,0.92083,2.85675,0.01924,0.00140295,0.00140295,0.00140295
10,52.7143,0.80754,1.83552,0.01291,0.70329,0.59945,0.67232,0.50843,0.83438,2.75398,0.01765,0.00136994,0.00136994,0.00136994
11,57.8625,0.84232,1.7689,0.01388,0.66919,0.67708,0.65579,0.50145,0.90942,2.54599,0.01935,0.00133693,0.00133693,0.00133693
12,62.9825,0.78769,1.61431,0.01237,0.63023,0.61458,0.65714,0.54002,0.78887,2.33739,0.01575,0.00130393,0.00130393,0.00130393
13,68.0135,0.79349,1.50144,0.01251,0.71728,0.6956,0.74822,0.60535,0.801,1.95427,0.01615,0.00127092,0.00127092,0.00127092
