epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
22,733.147,0.16694,0.42974,0.2181,0.73473,0.81297,0.80047,0.65391,0.25739,0.58911,0.39171,0.000987855,0.000987855,0.000987855
23,766.182,0.18033,0.47372,0.22671,0.7509,0.77761,0.81112,0.69248,0.20208,0.57312,0.30241,0.000955515,0.000955515,0.000955515
24,799.983,0.16444,0.41168,0.22102,0.76513,0.72922,0.74531,0.6128,0.24138,0.66858,0.37885,0.000923175,0.000923175,0.000923175
25,832.95,0.15804,0.36141,0.17942,0.79341,0.70061,0.78368,0.68154,0.18837,0.57291,0.28725,0.000890834,0.000890834,0.000890834
26,865.907,0.14226,0.3734,0.15798,0.73794,0.79826,0.80865,0.70313,0.21087,0.56046,0.30799,0.000858494,0.000858494,0.000858494
27,899.311,0.14587,0.34173,0.18338,0.79543,0.78257,0.79602,0.69914,0.21236,0.56163,0.33265,0.000826154,0.000826154,0.000826154
28,932.318,0.14439,0.3307,0.17338,0.80167,0.81265,0.82578,0.70408,0.20983,0.51855,0.31489,0.000793814,0.000793814,0.000793814
29,966.057,0.1379,0.32747,0.16685,0.81508,0.75372,0.81966,0.7049,0.18912,0.56845,0.30233,0.000761473,0.000761473,0.000761473
30,999.425,0.13165,0.31183,0.14873,0.7923,0.78102,0.84432,0.73471,0.18993,0.62798,0.30682,0.000729133,0.000729133,0.000729133
31,1032.91,0.13067,0.31216,0.16624,0.75927,0.76148,0.78937,0.67309,0.18157,0.67595,0.30514,0.000696793,0.000696793,0.000696793
32,1065.93,0.12991,0.31422,0.15463,0.79122,0.79712,0.81883,0.67927,0.20145,0.65089,0.36266,0.000664453,0.000664453,0.000664453
33,1098.94,0.11539,0.28628,0.13878,0.77315,0.81022,0.84414,0.7262,0.18492,0.60972,0.32547,0.000632112,0.000632112,0.000632112
34,1132.32,0.11748,0.28348,0.14238,0.811,0.78555,0.84579,0.73502,0.18792,0.52283,0.30642,0.000599772,0.000599772,0.000599772
35,1165.67,0.11838,0.26918,0.14721,0.81816,0.80143,0.83333,0.7117,0.19109,0.54089,0.28955,0.000567432,0.000567432,0.000567432
36,1198.66,0.11186,0.27211,0.12667,0.84887,0.79109,0.83979,0.73871,0.19655,0.51715,0.29916,0.000535092,0.000535092,0.000535092
37,1232.19,0.11974,0.25762,0.13684,0.80433,0.78722,0.82992,0.73723,0.16742,0.54804,0.26122,0.000502751,0.000502751,0.000502751
38,1265.33,0.10638,0.23273,0.12693,0.85406,0.77698,0.85044,0.7511,0.17374,0.50574,0.25749,0.000470411,0.000470411,0.000470411
39,1298.89,0.1025,0.21371,0.11295,0.81444,0.83406,0.8429,0.7479,0.17007,0.53278,0.25875,0.000438071,0.000438071,0.000438071
40,1331.83,0.10465,0.24276,0.11616,0.799,0.83173,0.85189,0.763,0.18607,0.51479,0.30323,0.000405731,0.000405731,0.000405731
41,1366.05,0.10441,0.24442,0.12077,0.77046,0.85019,0.8528,0.74854,0.1968,0.48117,0.3388,0.00037339,0.00037339,0.00037339
42,1399.19,0.10069,0.22007,0.11981,0.80242,0.87959,0.86292,0.76293,0.20909,0.47163,0.34843,0.00034105,0.00034105,0.00034105
43,1431.98,0.09579,0.22203,0.11734,0.81652,0.79939,0.84936,0.75077,0.17015,0.60311,0.28103,0.00030871,0.00030871,0.00030871
44,1465.64,0.09375,0.21027,0.10531,0.8544,0.78088,0.84091,0.74838,0.17296,0.5933,0.29566,0.00027637,0.00027637,0.00027637
45,1500.4,0.08912,0.20573,0.10348,0.82169,0.75706,0.83295,0.73537,0.17827,0.58303,0.29912,0.00024403,0.00024403,0.00024403
46,1533.31,0.09052,0.2093,0.10082,0.85501,0.77605,0.84888,0.74678,0.18311,0.55588,0.31269,0.000211689,0.000211689,0.000211689
47,1566.35,0.09087,0.19092,0.10317,0.858,0.77761,0.84109,0.75184,0.16709,0.58812,0.28506,0.000179349,0.000179349,0.000179349
48,1599.26,0.08092,0.18785,0.09179,0.85417,0.78722,0.85043,0.7655,0.162,0.55558,0.27062,0.000147009,0.000147009,0.000147009
49,1632.99,0.08202,0.19049,0.08885,0.84785,0.81141,0.85617,0.76926,0.16788,0.56537,0.28492,0.000114669,0.000114669,0.000114669
50,1666.31,0.0925,0.19126,0.10385,0.833,0.80291,0.85884,0.76793,0.17338,0.54461,0.2849,8.23283e-05,8.23283e-05,8.23283e-05
