epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
28,1015.78,0.21393,0.56047,0.27669,0.80445,0.73883,0.82712,0.6825,0.23171,0.54328,0.37455,0.000809897,0.000809897,0.000809897
29,1051.56,0.18408,0.5184,0.24315,0.75691,0.72146,0.78616,0.64577,0.23501,0.57271,0.38667,0.000778152,0.000778152,0.000778152
30,1087.72,0.1874,0.47816,0.23192,0.77447,0.73708,0.78433,0.65339,0.24763,0.55953,0.37736,0.000746407,0.000746407,0.000746407
31,1123.37,0.18669,0.47389,0.24887,0.74171,0.70192,0.75565,0.62555,0.251,0.61353,0.42889,0.000714663,0.000714663,0.000714663
32,1158.29,0.17706,0.55483,0.21567,0.75459,0.67463,0.74179,0.62112,nan,nan,nan,0.000682918,0.000682918,0.000682918
33,1192.93,0.17856,0.52791,0.22685,0.72329,0.68078,0.72942,0.59069,nan,nan,nan,0.000651174,0.000651174,0.000651174
34,1227.7,0.1784,0.48889,0.22759,0.76512,0.70689,0.76658,0.63013,nan,nan,nan,0.000619429,0.000619429,0.000619429
35,1262.77,0.17139,0.48367,0.22213,0.72705,0.78535,0.79646,0.67519,0.21633,0.60516,0.35718,0.000587685,0.000587685,0.000587685
36,1298.07,0.1645,0.41459,0.195,0.73076,0.77295,0.77444,0.64084,nan,nan,nan,0.00055594,0.00055594,0.00055594
37,1333.61,0.16943,0.45751,0.21374,0.70558,0.8226,0.77578,0.6405,nan,nan,nan,0.000524195,0.000524195,0.000524195
38,1368.86,0.16083,0.39265,0.1959,0.684,0.80831,0.79711,0.68263,nan,nan,nan,0.000492451,0.000492451,0.000492451
39,1404.61,0.14637,0.38609,0.17669,0.85685,0.6199,0.7686,0.66189,nan,nan,nan,0.000460706,0.000460706,0.000460706
40,1439.85,0.14531,0.40051,0.17679,0.69431,0.76231,0.78091,0.65855,0.22222,0.65568,0.38453,0.000428962,0.000428962,0.000428962
41,1476.51,0.14939,0.38019,0.18739,0.71705,0.76364,0.79021,0.6645,nan,nan,nan,0.000397217,0.000397217,0.000397217
42,1511.86,0.14065,0.34051,0.17682,0.77298,0.76644,0.81217,0.70268,nan,nan,nan,0.000365473,0.000365473,0.000365473
43,1546.95,0.13446,0.33604,0.16648,0.7834,0.74566,0.80866,0.69318,nan,nan,nan,0.000333728,0.000333728,0.000333728
44,1581.56,0.13595,0.32496,0.16531,0.70509,0.72101,0.73339,0.63536,nan,nan,nan,0.000301983,0.000301983,0.000301983
45,1616.4,0.12603,0.32945,0.15596,0.71036,0.74749,0.71766,0.63175,nan,nan,nan,0.000270239,0.000270239,0.000270239
46,1651.01,0.12495,0.31177,0.14568,0.76501,0.79063,0.79551,0.69343,nan,nan,nan,0.000238494,0.000238494,0.000238494
47,1685.9,0.13541,0.29786,0.16082,0.90126,0.71669,0.8431,0.72323,nan,nan,nan,0.00020675,0.00020675,0.00020675
48,1720.9,0.12502,0.32969,0.14856,0.76196,0.80521,0.81241,0.71176,nan,nan,nan,0.000175005,0.000175005,0.000175005
49,1755.58,0.12164,0.32159,0.15151,0.8065,0.79269,0.82435,0.71635,nan,nan,nan,0.000143261,0.000143261,0.000143261
50,1790.55,0.1295,0.31387,0.15773,0.78157,0.76334,0.80392,0.70625,nan,nan,nan,0.000111516,0.000111516,0.000111516
