epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
1,40.9844,0.59414,8.89347,0.84833,0.49653,0.60081,0.54883,0.47274,0.23937,0.91951,0.332,0.00054889,0.00054889,0.00054889
2,78.4379,0.24287,0.85358,0.32137,0.47613,0.61538,0.4972,0.38056,0.3075,1.04478,0.41004,0.00108352,0.00108352,0.00108352
3,115.654,0.29286,0.91678,0.40448,0.43062,0.60267,0.497,0.38655,0.37957,1.06929,0.47447,0.00159699,0.00159699,0.00159699
4,152.897,0.30903,0.85705,0.39896,0.4641,0.01923,0.01824,0.0165,nan,nan,nan,0.00157177,0.00157177,0.00157177
5,190.723,0.26459,0.76569,0.35545,0.56241,0.49597,0.46204,0.32356,0.37625,1.0381,0.58929,0.00154002,0.00154002,0.00154002
6,227.913,0.25305,0.81984,0.32374,0.51979,0.49795,0.46251,0.3366,nan,nan,nan,0.00150828,0.00150828,0.00150828
7,265.081,0.27236,0.76484,0.34275,0.59315,0.40012,0.42166,0.28835,nan,nan,nan,0.00147653,0.00147653,0.00147653
8,302.356,0.27299,0.80773,0.35528,0.66348,0.40575,0.4459,0.32467,nan,nan,nan,0.00144479,0.00144479,0.00144479
9,338.66,0.25123,0.84076,0.34273,0.71697,0.58002,0.66305,0.49457,0.29569,0.75686,0.47514,0.00141304,0.00141304,0.00141304
10,375.277,0.28664,0.76227,0.38229,0.56232,0.60391,0.54797,0.39102,nan,nan,nan,0.0013813,0.0013813,0.0013813
11,411.215,0.29379,0.78653,0.39983,0.5399,0.64844,0.60261,0.43121,nan,nan,nan,0.00134955,0.00134955,0.00134955
12,447.278,0.27844,0.7707,0.38398,0.53103,0.6554,0.54381,0.39465,nan,nan,nan,0.00131781,0.00131781,0.00131781
13,483.186,0.28669,0.75998,0.34926,0.63417,0.64117,0.6325,0.49827,0.27122,0.80372,0.40017,0.00128607,0.00128607,0.00128607
14,519.267,0.26273,0.78804,0.32816,0.59798,0.61037,0.59911,0.4526,0.29833,0.79032,0.44494,0.00125432,0.00125432,0.00125432
15,554.787,0.30437,0.7243,0.40316,0.58908,0.5273,0.56068,0.4313,0.31091,0.8694,0.41622,0.00122258,0.00122258,0.00122258
16,589.16,0.27353,0.80523,0.35041,0.62364,0.6997,0.65244,0.52523,0.29065,0.73949,0.41639,0.00119083,0.00119083,0.00119083
17,624.067,0.27494,0.68645,0.34899,0.51254,0.70347,0.59424,0.45573,nan,nan,nan,0.00115909,0.00115909,0.00115909
18,658.69,0.26763,0.72027,0.34421,0.5864,0.63939,0.62535,0.4946,0.28103,0.75902,0.47216,0.00112734,0.00112734,0.00112734
19,693.369,0.26407,0.66487,0.33286,0.50513,0.61941,0.56631,0.45293,0.27359,0.87339,0.46219,0.0010956,0.0010956,0.0010956
20,729.758,0.26326,0.69349,0.3519,0.63076,0.68734,0.70864,0.57551,0.26933,0.67876,0.40544,0.00106385,0.00106385,0.00106385
21,766.623,0.24332,0.60051,0.30295,0.7146,0.63051,0.7075,0.5674,0.25433,0.7064,0.37857,0.00103211,0.00103211,0.00103211
22,802.026,0.23783,0.61673,0.29664,0.68206,0.6188,0.61882,0.474,nan,nan,nan,0.00100036,0.00100036,0.00100036
23,837.822,0.23816,0.64808,0.30771,0.65418,0.68899,0.6649,0.52325,nan,nan,nan,0.000968619,0.000968619,0.000968619
24,873.332,0.21502,0.59536,0.29066,0.70224,0.76932,0.76291,0.62787,0.24455,0.62032,0.36993,0.000936875,0.000936875,0.000936875
25,909.48,0.2372,0.59427,0.30965,0.80787,0.68074,0.75099,0.5807,0.26689,0.71829,0.43734,0.00090513,0.00090513,0.00090513
26,944.703,0.21674,0.56841,0.26553,0.66929,0.67082,0.65832,0.52979,nan,nan,nan,0.000873386,0.000873386,0.000873386
27,980.202,0.2095,0.54671,0.28273,0.72037,0.72656,0.72242,0.5853,nan,nan,nan,0.000841641,0.000841641,0.000841641
