epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,17.7902,0.56662,2.59181,1.17259,0.00445,0.95161,0.50813,0.36244,0.55989,3.25329,1.10823,0.0003334,0.0003334,0.0003334
2,22.8723,0.55887,1.89781,1.18902,0.00428,0.9178,0.45234,0.32324,0.60706,3.24535,1.22107,0.000669947,0.000669947,0.000669947
3,28.0834,0.62496,1.66555,1.22639,0.86528,0.23079,0.58527,0.36304,0.68324,2.97968,1.36133,0.000992641,0.000992641,0.000992641
4,32.8304,0.6814,1.66576,1.27706,0.55923,0.32238,0.43991,0.28323,0.81893,3.01008,1.62533,0.00130148,0.00130148,0.00130148
5,37.406,0.69722,1.61789,1.28001,0.05265,0.2044,0.04796,0.01261,1.57441,4.56526,3.30553,0.00153507,0.00153507,0.00153507
6,41.9503,0.68976,1.58639,1.27141,0.36985,0.47167,0.3759,0.18938,1.13359,2.86604,2.04603,0.00150209,0.00150209,0.00150209
7,47.3865,0.71258,1.4919,1.27941,0.59791,0.47959,0.5556,0.34959,0.83973,2.48653,1.60037,0.0014691,0.0014691,0.0014691
8,52.1107,0.68385,1.44636,1.25937,0.46184,0.42928,0.42566,0.2352,1.03011,2.47047,1.70858,0.00143612,0.00143612,0.00143612
9,56.7972,0.66684,1.29588,1.25839,0.64157,0.67809,0.65193,0.44503,0.88115,1.86522,1.63327,0.00140314,0.00140314,0.00140314
10,61.4577,0.65197,1.25234,1.23537,0.65148,0.63122,0.66082,0.48706,0.74631,1.85998,1.37726,0.00137015,0.00137015,0.00137015
11,66.0136,0.61147,1.20471,1.18206,0.48771,0.625,0.54455,0.35941,0.87375,2.03009,1.57859,0.00133717,0.00133717,0.00133717
12,70.5697,0.60664,1.17118,1.18181,0.81504,0.64379,0.74036,0.54434,0.69982,1.49414,1.31543,0.00130419,0.00130419,0.00130419
13,75.1568,0.62612,1.14468,1.18684,0.73935,0.64496,0.70763,0.56796,0.603,1.43837,1.18648,0.00127121,0.00127121,0.00127121
14,79.7407,0.57205,1.03597,1.13234,0.70652,0.62996,0.68584,0.50363,0.67417,1.70435,1.2902,0.00123822,0.00123822,0.00123822
15,84.2844,0.56409,1.00582,1.14138,0.60961,0.57258,0.60496,0.40598,0.80025,2.05907,1.40427,0.00120524,0.00120524,0.00120524
