epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,8.63755,0.53274,2.43044,1.13816,0.51369,0.67773,0.54794,0.47929,0.47152,2.46889,1.06247,0.0003334,0.0003334,0.0003334
2,16.0856,0.53275,1.59395,1.15329,0.70378,0.48325,0.59051,0.42908,0.62385,2.66422,1.22393,0.000670184,0.000670184,0.000670184
3,24.5321,0.61817,1.46538,1.23401,0.53011,0.62875,0.55506,0.38959,0.77149,2.45939,1.42257,0.000993358,0.000993358,0.000993358
4,31.8953,0.59842,1.42144,1.19721,0.71212,0.53797,0.60624,0.36331,0.82883,2.42905,1.46071,0.00130292,0.00130292,0.00130292
5,39.4745,0.62252,1.37916,1.20662,0.59365,0.60034,0.58731,0.37863,0.87502,2.37224,1.56723,0.00153738,0.00153738,0.00153738
6,46.5069,0.6292,1.27726,1.23106,0.64646,0.62666,0.65258,0.46117,0.73519,1.93178,1.50013,0.00150498,0.00150498,0.00150498
7,53.6485,0.62286,1.27863,1.23093,0.70338,0.65747,0.67683,0.43394,0.82019,1.98606,1.57155,0.00147257,0.00147257,0.00147257
8,60.0411,0.56625,1.21302,1.18749,0.80194,0.61476,0.69064,0.5088,0.70418,1.88528,1.34809,0.00144017,0.00144017,0.00144017
9,66.5817,0.59526,1.15828,1.20999,0.70307,0.67666,0.68816,0.51514,0.69797,1.8634,1.39288,0.00140776,0.00140776,0.00140776
10,74.1232,0.61986,1.12435,1.20171,0.66189,0.67367,0.66811,0.47541,0.7177,1.84737,1.37234,0.00137536,0.00137536,0.00137536
11,81.1626,0.58546,1.0265,1.19232,0.75647,0.65914,0.74884,0.54296,0.68027,1.81394,1.2838,0.00134295,0.00134295,0.00134295
12,88.7265,0.57665,1.04987,1.18381,0.74557,0.72953,0.77328,0.60598,0.61119,1.34858,1.20241,0.00131055,0.00131055,0.00131055
13,96.2633,0.58459,1.03744,1.18479,0.60894,0.61135,0.72189,0.53554,0.65858,1.97484,1.30775,0.00127814,0.00127814,0.00127814
14,103.562,0.56101,0.967,1.15899,0.6934,0.69187,0.7544,0.59273,0.56552,1.65013,1.1605,0.00124574,0.00124574,0.00124574
15,110.5,0.5395,0.92703,1.13361,0.83594,0.70378,0.79933,0.66561,0.54794,1.2608,1.15561,0.00121333,0.00121333,0.00121333
16,117.659,0.53506,0.87078,1.14856,0.64766,0.72519,0.67995,0.55707,0.57113,1.4548,1.14758,0.00118093,0.00118093,0.00118093
17,124.589,0.5685,0.91651,1.16737,0.70145,0.72115,0.74619,0.59289,0.60141,1.2385,1.21465,0.00114853,0.00114853,0.00114853
18,131.59,0.51968,0.90598,1.16327,0.72597,0.74638,0.77601,0.58106,0.68312,1.33189,1.31313,0.00111612,0.00111612,0.00111612
19,138.992,0.50494,0.83472,1.12431,0.75969,0.56638,0.69696,0.50086,0.62407,1.63989,1.26138,0.00108372,0.00108372,0.00108372
20,146.192,0.48151,0.80424,1.09166,0.64959,0.74114,0.69732,0.56272,0.54522,1.30651,1.1407,0.00105131,0.00105131,0.00105131
21,153.321,0.4937,0.7532,1.11127,0.71897,0.70835,0.75495,0.61444,0.55134,1.25642,1.13182,0.00101891,0.00101891,0.00101891
22,161.354,0.48459,0.777,1.10902,0.64701,0.55397,0.58497,0.46184,0.60109,1.77857,1.23448,0.000986502,0.000986502,0.000986502
23,168.731,0.49077,0.78064,1.11695,0.71777,0.65695,0.70435,0.56435,0.59662,1.31044,1.25192,0.000954097,0.000954097,0.000954097
24,175.902,0.45629,0.73613,1.07652,0.78219,0.73914,0.79492,0.63519,0.53566,1.03284,1.18838,0.000921693,0.000921693,0.000921693
25,182.893,0.45399,0.7135,1.08525,0.77124,0.74343,0.77474,0.61707,0.57022,1.10077,1.20244,0.000889288,0.000889288,0.000889288
26,190.009,0.46551,0.69644,1.09697,0.65804,0.72301,0.71049,0.52132,0.58581,1.35386,1.19542,0.000856883,0.000856883,0.000856883
27,197.371,0.43022,0.6643,1.04636,0.72144,0.77696,0.79933,0.66255,0.51577,0.99234,1.15509,0.000824479,0.000824479,0.000824479
