epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
1,33.2321,0.49325,8.13464,0.68648,0.45681,0.64928,0.52684,0.44055,0.22162,0.94702,0.28825,0.00054889,0.00054889,0.00054889
2,66.7862,0.2199,0.74433,0.31402,0.48627,0.56146,0.49097,0.38119,0.34937,0.9443,0.47638,0.00108318,0.00108318,0.00108318
3,99.7217,0.22833,0.84232,0.32665,0.47761,0.3625,0.29624,0.1942,0.58925,1.24679,0.87555,0.00159597,0.00159597,0.00159597
4,132.683,0.25223,1.06136,0.33174,0.47919,0.60729,0.51507,0.399,0.29553,0.95386,0.38216,0.00157022,0.00157022,0.00157022
5,166.139,0.27187,0.83664,0.35246,0.40493,0.59479,0.42672,0.30723,0.35781,1.01633,0.52995,0.00153796,0.00153796,0.00153796
6,199.357,0.26863,0.68747,0.35539,0.67203,0.57292,0.62663,0.50374,0.32336,0.80867,0.48766,0.0015057,0.0015057,0.0015057
7,233.379,0.25816,0.67841,0.3606,0.62799,0.67292,0.69699,0.51207,0.27718,0.89702,0.42788,0.00147344,0.00147344,0.00147344
8,266.712,0.26786,0.80292,0.34463,0.49854,0.59583,0.48782,0.32544,0.41463,0.96045,0.56866,0.00144118,0.00144118,0.00144118
9,299.884,0.25779,0.72116,0.33769,0.69712,0.66146,0.67694,0.48509,0.29103,0.89152,0.41904,0.00140892,0.00140892,0.00140892
10,333.015,0.27491,0.78149,0.36453,0.70505,0.64271,0.71771,0.5144,0.30586,0.75742,0.45672,0.00137666,0.00137666,0.00137666
11,366.379,0.24803,0.67851,0.33006,0.70438,0.59167,0.66266,0.51841,0.34285,0.73824,0.49854,0.0013444,0.0013444,0.0013444
12,399.506,0.24605,0.67221,0.33966,0.71436,0.65017,0.74005,0.59857,0.25153,0.781,0.35941,0.00131214,0.00131214,0.00131214
13,432.759,0.24728,0.60041,0.33402,0.87208,0.65417,0.75275,0.57445,0.2804,0.66049,0.41605,0.00127988,0.00127988,0.00127988
14,465.734,0.2226,0.63646,0.29371,0.73517,0.77301,0.77931,0.62152,0.28427,0.58603,0.41287,0.00124762,0.00124762,0.00124762
15,499.376,0.2079,0.60434,0.26675,0.75331,0.6777,0.71631,0.58704,0.28546,0.72382,0.38322,0.00121536,0.00121536,0.00121536
16,532.302,0.21282,0.55181,0.28379,0.69823,0.67188,0.70143,0.55826,0.2729,0.66524,0.35443,0.0011831,0.0011831,0.0011831
17,565.254,0.19425,0.52726,0.26907,0.87681,0.6533,0.79181,0.63702,0.23367,0.62286,0.33783,0.00115084,0.00115084,0.00115084
18,598.539,0.20221,0.56247,0.27011,0.76651,0.73692,0.81269,0.64813,0.28313,0.59302,0.4547,0.00111858,0.00111858,0.00111858
19,631.789,0.20319,0.52625,0.26638,0.69383,0.80104,0.78466,0.64824,0.23304,0.6064,0.32274,0.00108632,0.00108632,0.00108632
20,665.324,0.1955,0.53754,0.25273,0.76975,0.78958,0.80109,0.65057,0.22326,0.58424,0.29192,0.00105406,0.00105406,0.00105406
21,698.515,0.20113,0.51248,0.25662,0.81344,0.76028,0.8388,0.71086,0.21492,0.54313,0.27314,0.0010218,0.0010218,0.0010218
22,731.593,0.17682,0.53974,0.24224,0.77454,0.71395,0.74353,0.64019,0.2347,0.68788,0.35913,0.000989543,0.000989543,0.000989543
23,764.458,0.17915,0.486,0.23552,0.79234,0.68827,0.79231,0.64882,0.27051,0.63953,0.39611,0.000957283,0.000957283,0.000957283
24,797.416,0.17327,0.46297,0.23355,0.64278,0.80016,0.7896,0.62988,0.26852,0.63867,0.41615,0.000925023,0.000925023,0.000925023
25,830.524,0.18314,0.46159,0.2409,0.83354,0.77427,0.82368,0.67588,0.25984,0.61236,0.41643,0.000892763,0.000892763,0.000892763
26,863.423,0.16966,0.41878,0.2142,0.78173,0.81954,0.84245,0.70156,0.24573,0.53387,0.38018,0.000860503,0.000860503,0.000860503
