epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
27,896.223,0.16011,0.42968,0.21672,0.83048,0.78335,0.86886,0.72057,0.22992,0.51957,0.3742,0.000828243,0.000828243,0.000828243
28,929.36,0.15533,0.37112,0.19505,0.81503,0.84995,0.88277,0.7327,0.25495,0.4797,0.40617,0.000795983,0.000795983,0.000795983
29,962.539,0.15276,0.39372,0.19891,0.79582,0.82796,0.87106,0.71782,0.25465,0.52528,0.40978,0.000763724,0.000763724,0.000763724
30,995.721,0.15701,0.35564,0.21963,0.79547,0.82292,0.86496,0.70839,0.27674,0.55215,0.44476,0.000731464,0.000731464,0.000731464
31,1028.71,0.14879,0.34961,0.18838,0.78066,0.82698,0.86906,0.7363,0.25686,0.49341,0.38928,0.000699204,0.000699204,0.000699204
32,1061.94,0.14955,0.36334,0.18689,0.83502,0.78059,0.85016,0.72411,0.25347,0.5153,0.38334,0.000666944,0.000666944,0.000666944
33,1095.03,0.14151,0.38706,0.18075,0.74963,0.80927,0.85479,0.72563,0.21562,0.50162,0.28075,0.000634684,0.000634684,0.000634684
34,1127.84,0.14798,0.36359,0.18821,0.82181,0.8125,0.86568,0.72513,0.25257,0.53112,0.41078,0.000602424,0.000602424,0.000602424
35,1161.12,0.14144,0.33471,0.18188,0.808,0.80111,0.81077,0.68475,0.23687,0.6053,0.38503,0.000570164,0.000570164,0.000570164
36,1194.03,0.14196,0.35929,0.1808,0.85375,0.8125,0.8398,0.70743,0.24135,0.55551,0.40614,0.000537904,0.000537904,0.000537904
37,1227.06,0.13366,0.32238,0.15984,0.82958,0.7943,0.8393,0.73172,0.21717,0.5475,0.30116,0.000505645,0.000505645,0.000505645
38,1260.1,0.12453,0.32319,0.15651,0.78527,0.80363,0.84186,0.72183,0.23252,0.58415,0.34885,0.000473385,0.000473385,0.000473385
39,1293.11,0.13075,0.30715,0.15775,0.8379,0.75754,0.83578,0.70947,0.24102,0.58696,0.35867,0.000441125,0.000441125,0.000441125
40,1325.98,0.11792,0.28235,0.156,0.84722,0.81458,0.84543,0.73133,0.19948,0.51956,0.27616,0.000408865,0.000408865,0.000408865
41,1360.2,0.11774,0.28174,0.14328,0.80856,0.85246,0.85363,0.73734,0.20695,0.49408,0.30033,0.000376605,0.000376605,0.000376605
42,1393.94,0.11572,0.2632,0.15209,0.85524,0.84373,0.87664,0.77524,0.18131,0.47801,0.2414,0.000344345,0.000344345,0.000344345
43,1427.13,0.1141,0.2664,0.13047,0.81143,0.82026,0.85942,0.75364,0.18661,0.48883,0.25697,0.000312085,0.000312085,0.000312085
44,1460.01,0.10656,0.25887,0.13291,0.83559,0.85484,0.87777,0.77453,0.17952,0.4756,0.2409,0.000279825,0.000279825,0.000279825
45,1493.31,0.10468,0.24118,0.12121,0.89206,0.84792,0.89071,0.78606,0.17355,0.44242,0.24313,0.000247566,0.000247566,0.000247566
46,1526.57,0.10416,0.21762,0.11589,0.85138,0.83896,0.87693,0.76681,0.18692,0.46208,0.25845,0.000215306,0.000215306,0.000215306
47,1559.3,0.10326,0.22438,0.12913,0.79522,0.85954,0.88093,0.76993,0.20189,0.45369,0.26486,0.000183046,0.000183046,0.000183046
48,1591.97,0.10509,0.23129,0.11545,0.88103,0.79688,0.88762,0.78965,0.18487,0.45979,0.26312,0.000150786,0.000150786,0.000150786
49,1625.17,0.09802,0.21985,0.12104,0.89051,0.79688,0.88487,0.78344,0.18054,0.47561,0.26602,0.000118526,0.000118526,0.000118526
50,1658.31,0.10865,0.23717,0.13224,0.85645,0.81397,0.89081,0.7889,0.17516,0.47766,0.25797,8.62661e-05,8.62661e-05,8.62661e-05
