epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,4.55457,0.99245,2.48719,1.15563,0.58068,0.11638,0.39646,0.3079,1.03018,2.99724,1.23478,0.0003334,0.0003334,0.0003334
2,8.59979,1.06805,1.78437,1.20798,0.68114,0.33072,0.53339,0.39959,1.05142,2.85545,1.22235,0.00067014,0.00067014,0.00067014
3,12.6928,1.12265,1.68944,1.24258,0.68703,0.63733,0.64709,0.46315,1.15358,2.2354,1.31685,0.000993226,0.000993226,0.000993226
4,16.9497,1.12397,1.49504,1.20891,0.60058,0.53967,0.54108,0.3194,1.50736,2.54709,1.64031,0.00130266,0.00130266,0.00130266
5,21.1785,1.18134,1.50148,1.2504,0.55906,0.68676,0.62358,0.43718,1.17203,2.2888,1.38692,0.00153695,0.00153695,0.00153695
6,25.1474,1.0965,1.36552,1.20691,0.67234,0.64736,0.72303,0.50661,1.22452,1.84813,1.40305,0.00150444,0.00150444,0.00150444
7,29.056,1.08206,1.27219,1.19472,0.65378,0.58759,0.64039,0.4333,1.29492,1.99074,1.39635,0.00147193,0.00147193,0.00147193
8,33.0158,1.14283,1.25537,1.21947,0.59177,0.6577,0.59328,0.42784,1.19517,2.0991,1.31212,0.00143942,0.00143942,0.00143942
9,36.8991,1.07679,1.25064,1.18603,0.58933,0.59609,0.6339,0.46289,1.20674,1.92207,1.34172,0.00140691,0.00140691,0.00140691
10,40.7987,1.04857,1.10957,1.16489,0.74335,0.71919,0.77593,0.56683,1.28441,1.67548,1.40792,0.0013744,0.0013744,0.0013744
11,44.7718,1.04699,1.08713,1.152,0.72714,0.6683,0.73526,0.52567,1.25831,1.72502,1.37432,0.00134189,0.00134189,0.00134189
